"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix","cook_pvi"
"C000830","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000830.json","Christopher","Cox","1952-10-16","M","R",,,"400083","15602",,"","",false,"8",1340,66,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:47","CA","47",false,"0647",4.93,96.19,5.03,,,,,,,,
"C000846","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000846.json","William","Coyne","1936-08-24","M","D",,,"400543","14808",,"","",false,"16",1340,15,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:14","PA","14",false,"4214",1.12,91.83,9.37,"J.",,,,,,,
"C000868","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000868.json","Robert","Cramer","1947-08-22","M","D",,,"400084","15811",,"","",false,"6",1340,15,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:al/cd:5","AL","5",false,"0105",1.12,69.52,31.67,"E.",,,,,,,
"C000873","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000873.json","Philip","Crane","1930-11-03","M","R",,,"400085","12041",,"","",false,"28",1340,66,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:il/cd:8","IL","8",false,"1708",4.93,94.72,6.57,"M.",,,,,,,
"C000880","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000880.json","Michael","Crapo","1951-05-20","M","R","MikeCrapo","senatorcrapo","300030","29345","/m/021pgp","","https://www.crapo.senate.gov",false,"4",1340,26,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:id/cd:2","ID","2",false,"1602",1.94,95.04,6.14,"D.","26440","mikecrapo","26830","N00006267",,,
"C000903","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000903.json","Frank","Cremeans","1943-04-05","M","R",,,"403015","29551",,"","",false,"2",1340,11,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:oh/cd:6","OH","6",false,"3906",0.82,97.04,4.21,,,,,,,,
"C000962","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000962.json","Barbara","Cubin","1946-11-30","F","R",,,"400088","29584",,"","",false,"2",1340,77,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:wy/cd:1","WY","At-Large",true,"5600",5.75,96.07,5.07,"L.",,,,,,,
"C000984","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000984.json","Elijah","Cummings","1951-01-18","M","D","RepCummings","ElijahECummings","400090","29587","/m/025k9h","","https://cummings.house.gov",false,"2",323,1,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:md/cd:7","MD","7",false,"2407",0.31,92.63,7.37,"E.","43300","elijahcummings","345","N00001971","https://cummings.house.gov/rss.xml",,
"C000994","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000994.json","Randy","Cunningham","1941-12-08","M","R",,,"400091","15812",,"","",false,"6",1340,13,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:51","CA","51",false,"0651",0.97,96.1,5.15,"'Duke'",,,,,,,
"D000046","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000046.json","Pat","Danner","1934-01-13","F","D",,,"400578","29370",,"","",false,"4",1340,15,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:mo/cd:6","MO","6",false,"2906",1.12,73.97,27.22,,,,,,,,
"D000136","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000136.json","Thomas","Davis","1949-01-05","M","R",,,"400098","29576",,"","",false,"2",1340,19,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:va/cd:11","VA","11",false,"5111",1.42,86.52,14.73,"M.",,,,,,,
"D000203","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000203.json","Eligio","de la Garza","1927-09-22","M","D",,,"403308","10716",,"","",false,"32",1340,160,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:15","TX","15",false,"4815",11.94,78.3,23.04,"'Kiki'",,,,,,,
"D000168","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000168.json","Nathan","Deal","1942-08-25","M","D",,,"400099","29342","/m/0255js","","",false,"4",302,0,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ga/cd:9","GA","9",false,"1309",0,47.86,54.64,,,,,,,,
"D000168","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000168.json","Nathan","Deal","1942-08-25","M","R",,,"400099","29342","/m/0255js","","",false,"4",1038,7,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ga/cd:9","GA","9",false,"1309",0.67,93.33,7.57,,,,,,,,
"D000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000191.json","Peter","DeFazio","1947-05-27","M","D","RepPeterDeFazio","PeterDeFazio","400100","15410","/m/033ttx","","https://defazio.house.gov",false,"10",1340,47,5,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:or/cd:4","OR","4",false,"4104",3.51,85.96,15.26,"A.","6068","RepPeterDeFazio","27037","N00007781","https://defazio.house.gov/rss.xml",,
"D000216","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000216.json","Rosa","DeLauro","1943-03-02","F","D","RosaDeLauro","rosadelauro","400103","29109","/m/024zn0","","https://delauro.house.gov",false,"6",1340,9,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:ct/cd:3","CT","3",false,"0903",0.67,95.17,6.1,,"19040","CongresswomanRosaDeLauro","26788","N00000615","https://delauro.house.gov/rss.xml",,
"D000217","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000217.json","Thomas","DeLay","1947-04-08","M","R",,,"400104","15211",,"","",false,"12",1340,36,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:22","TX","22",false,"4822",2.69,95.72,5.47,"Dale",,,,,,,
"D000222","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000222.json","Ronald","Dellums","1935-11-24","M","D",,,"403364","13011",,"","",false,"26",1340,40,3,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:9","CA","9",false,"0609",2.99,90.62,10.51,"V.",,,,,,,
"D000275","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000275.json","Peter","Deutsch","1957-04-01","M","D",,,"400106","29335",,"","",false,"4",1340,37,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:fl/cd:20","FL","20",false,"1220",2.76,89.03,12.18,,,,,,,,
"D000299","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000299.json","Lincoln","Diaz-Balart","1954-08-13","M","R",,,"400107","29336","/m/023p6h","","",false,"4",1340,24,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:fl/cd:21","FL","21",false,"1221",1.79,89.38,11.88,,"25887",,,,,,
"D000312","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000312.json","Jay","Dickey","1939-12-14","M","R",,,"400579","29307",,"","",false,"4",1340,69,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ar/cd:4","AR","4",false,"0504",5.15,97.15,4.16,,,,,,,,
"D000327","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000327.json","Norman","Dicks","1940-12-16","M","D","RepNormDicks","RepNormDicks","400109","14413",,"","",false,"20",1340,56,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:wa/cd:6","WA","6",false,"5306",4.18,89.53,11.7,"D.","8131",,,,,,
"D000355","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000355.json","John","Dingell","1926-07-08","M","D","John_Dingell",,"400110","2605","/m/0226cw","","http://dingell.house.gov",false,"42",1340,53,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:mi/cd:16","MI","16",false,"2616",3.96,89.47,11.67,"D.","470","johndingell",,,,,
"D000373","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000373.json","Julian","Dixon","1934-08-08","M","D",,,"400580","14620",,"","",false,"18",1340,30,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:32","CA","32",false,"0632",2.24,93.41,7.88,"C.",,,,,,,
"D000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000399.json","Lloyd","Doggett","1946-10-06","M","D","RepLloydDoggett","doggett","400111","29571","/m/03flzn","","https://doggett.house.gov",false,"2",1340,9,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:tx/cd:10","TX","10",false,"4810",0.67,92.17,9.1,,"36810","lloyddoggett","21689","N00006023","https://doggett.house.gov/rss.xml",,
"D000424","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000424.json","Calvin","Dooley","1954-01-11","M","D",,,"400112","15814",,"","",false,"6",1340,47,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:20","CA","20",false,"0620",3.51,76.42,24.72,"M.",,,,,,,
"D000429","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000429.json","John","Doolittle","1950-10-30","M","R",,,"400113","15815",,"","",false,"6",1340,25,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:4","CA","4",false,"0604",1.87,95.45,5.65,"T.",,,,,,,
"D000435","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000435.json","Robert","Dornan","1933-04-03","M","R",,,"403545","14414",,"","",false,"18",1340,87,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:46","CA","46",false,"0646",6.49,96.29,4.86,"K.",,,,,,,
"D000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000482.json","Mike","Doyle","1953-08-05","M","D","USRepMikeDoyle","CongressmanDoyle","400114","29561","/m/03tqjg","","https://doyle.house.gov",false,"2",1340,10,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:pa/cd:18","PA","18",false,"4218",0.75,80.14,21.12,,"36774","usrepmikedoyle","21853","N00001373","https://doyle.house.gov/rss.xml",,
"D000492","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000492.json","David","Dreier","1952-07-05","M","R",,"RepDavidDreier","400115","14813","/m/024thx","","",false,"16",1340,15,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:28","CA","28",false,"0628",1.12,97.97,3.28,,,,,,,,
"D000533","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000533.json","John","Duncan","1947-07-21","M","R","RepJohnDuncanJr","RepJohnDuncan","400116","15455","/m/0450rl","","https://duncan.house.gov",false,"10",1340,11,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tn/cd:2","TN","2",false,"4702",0.82,85.15,16.02,"J.","6114","CongressmanDuncan","27069","N00003209",,"Jr.",
"D000549","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000549.json","Jennifer","Dunn","1941-07-29","F","R",,,"400117","39312",,"","",false,"4",1340,44,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:wa/cd:8","WA","8",false,"5308",3.28,95.92,5.36,"B.",,,,,,,
"D000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000563.json","Richard","Durbin","1944-11-21","M","D","SenatorDurbin","SenatorDurbin","300038","15021","/m/01xcd1","","https://www.durbin.senate.gov",false,"14",1340,85,0,"2019-11-18 02:30:23 -0500","ocd-division/country:us/state:il/cd:20","IL","20",false,"1720",6.34,91.95,9.31,"J.","6741","SenatorDurbin","26847","N00004981",,,
"E000063","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000063.json","Chet","Edwards","1951-11-24","M","D",,"ChetEdwardsTexas","400118","15816","/m/03fmkq","","",false,"6",1340,48,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:11","TX","11",false,"4811",3.58,77.71,23.59,,"20693",,,,,,
"E000092","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000092.json","Vernon","Ehlers","1934-02-06","M","R",,"CongressmanEhlers","400119","29362","/m/02pfscc","","",false,"4",1340,46,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:mi/cd:3","MI","3",false,"2603",3.43,85.93,15.35,"J.",,,,,,,
"E000093","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000093.json","Robert","Ehrlich","1957-11-25","M","R",,,"400523","29529",,"","",false,"2",1340,18,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:md/cd:2","MD","2",false,"2402",1.34,93.5,7.75,"L.",,,,,,,
"E000172","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000172.json","Jo Ann","Emerson","1950-09-16","F","R",,"USRepJoAnnEmerson","400121","29736","/m/03tnqk","","",false,"2",1153,41,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:mo/cd:8","MO","8",false,"2908",3.56,96.92,4.58,,"46627",,,,,,
"E000174","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000174.json","Bill","Emerson","1938-01-01","M","R",,,"403864","14819",,"","",false,"16",0,0,0,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:mo/cd:8","MO","8",false,"2908",0,0,,,,,,,,,
"E000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000179.json","Eliot","Engel","1947-02-18","M","D","RepEliotEngel","engel2161","400122","15603","/m/03tt1r","","https://engel.house.gov",false,"8",1340,38,3,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:ny/cd:17","NY","17",false,"3617",2.84,92.89,8.33,"L.","6109","RepEliotLEngel","26972","N00001003",,,
"E000187","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000187.json","Phil","English","1956-06-20","M","R",,,"400123","29563",,"","",false,"2",1340,20,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:21","PA","21",false,"4221",1.49,90.67,10.58,,,,,,,,
"E000194","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000194.json","John","Ensign","1958-03-25","M","R","SenEnsign","SenatorEnsign","300040","29537","/m/0204wp","","",false,"2",1340,29,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:nv/cd:1","NV","1",false,"3201",2.16,86.26,15.01,,"37076",,,,,,
"E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","Eshoo","1942-12-13","F","D","RepAnnaEshoo","RepAnnaEshoo","400124","29312","/m/024t6x","","https://eshoo.house.gov",false,"4",1340,11,1,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:ca/cd:14","CA","14",false,"0614",0.82,93.66,7.61,"G.","26130","RepAnnaEshoo","26741","N00007335",,,
"E000250","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000250.json","Lane","Evans","1951-08-04","M","D",,,"400126","15022",,"","",false,"14",1340,6,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:il/cd:17","IL","17",false,"1717",0.45,93.3,7.97,"A.",,,,,,,
"E000268","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000268.json","Terry","Everett","1937-02-15","M","R",,,"400127","29300",,"","",false,"4",1340,14,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:al/cd:2","AL","2",false,"0102",1.04,94.46,6.79,,,,,,,,
"E000282","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000282.json","Thomas","Ewing","1935-09-19","M","R",,,"400581","15845",,"","",false,"6",1340,30,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:il/cd:15","IL","15",false,"1715",2.24,96.13,5.14,"W.",,,,,,,
"F000010","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000010.json","Eni","Faleomavaega","1943-08-15","M","D","EFaleomavaega",,"400128","15651","/m/01s_hc","","http://faleomavaega.house.gov",false,"8",0,0,0,"2016-06-14 16:31:04 -0400","ocd-division/country:us/state:as/cd:79","AS","At-Large",true,"6098",0,0,,"F. H.","6713","617466718276952",,,,,
"F000030","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000030.json","Sam","Farr","1941-07-04","M","D","RepSamFarr","CongressmanSamFarr","400129","29313","/m/024t9w","","http://farr.house.gov",false,"4",1340,25,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:17","CA","17",false,"0617",1.87,95.11,6.17,,"30645","RepSamFarr",,,,,
"F000043","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000043.json","Chaka","Fattah","1956-11-21","M","D","ChakaFattah","ChakaFattah","400130","29559","/m/03dsph","","http://fattah.house.gov",false,"2",1340,109,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:2","PA","2",false,"4202",8.13,92.29,8.99,,"36763","repfattah",,,,,
"F000049","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000049.json","Harris","Fawell","1929-03-25","M","R",,,"404009","15214",,"","",false,"12",1340,13,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:il/cd:13","IL","13",false,"1713",0.97,90.25,11,"W.",,,,,,,
"F000053","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000053.json","Vic","Fazio","1942-10-11","M","D",,,"404013","14624",,"","",false,"18",1340,66,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:3","CA","3",false,"0603",4.93,88.43,12.81,,,,,,,,
"F000110","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000110.json","Cleo","Fields","1962-11-22","M","D",,,"404067","29354",,"","",false,"4",1340,206,3,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:la/cd:4","LA","4",false,"2204",15.37,90.88,9.94,,,,,,,,
"F000111","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000111.json","Jack","Fields","1952-02-03","M","R",,,"404068","14822",,"","",false,"16",1340,166,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:8","TX","8",false,"4808",12.39,97.45,3.79,"Milton",,,,,,,
"F000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000116.json","Bob","Filner","1942-09-04","M","D","CongBobFilner",,"400133","29325","/m/024xqt","","",false,"4",1340,70,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:50","CA","50",false,"0650",5.22,90.04,11.29,,"26133",,,,,,
"F000184","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000184.json","Floyd","Flake","1945-01-30","M","D",,,"404139","15411",,"","",false,"10",1340,166,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ny/cd:6","NY","6",false,"3606",12.39,93.63,7.62,"H.",,,,,,,
"F000187","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000187.json","Michael","Flanagan","1962-11-09","M","R",,,"404142","29515",,"","",false,"2",1340,15,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:il/cd:5","IL","5",false,"1705",1.12,92.27,8.98,"P.",,,,,,,
"F000235","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000235.json","Tom","Foglietta","1928-12-03","M","D",,,"404190","14823",,"","",false,"16",1340,84,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:1","PA","1",false,"4201",6.27,91.69,9.66,,,,,,,,
"F000238","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000238.json","Mark","Foley","1954-09-08","M","R",,,"400136","29510",,"","",false,"2",1340,14,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:fl/cd:16","FL","16",false,"1216",1.04,91.1,10.15,"Adam",,,,,,,
"F000257","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000257.json","Michael","Forbes","1952-07-16","M","R",,,"400582","29542",,"","",false,"2",1340,36,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ny/cd:1","NY","1",false,"3601",2.69,87.56,13.63,"P.",,,,,,,
"F000261","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000261.json","Harold","Ford","1945-05-20","M","D",,,"404213","14224",,"","",false,"22",1340,239,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tn/cd:9","TN","9",false,"4709",17.84,92.7,8.84,"E.",,,,,,,
"F000328","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000328.json","Tillie","Fowler","1942-12-23","F","R",,,"400583","29329",,"","",false,"4",1340,72,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:fl/cd:4","FL","4",false,"1204",5.37,94.04,7.18,"K.",,,,,,,
"F000332","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000332.json","Jon","Fox","1947-04-22","M","R",,,"404280","29560",,"","",false,"2",1340,12,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:13","PA","13",false,"4213",0.9,85.97,15.28,"D.",,,,,,,
"F000339","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000339.json","Barney","Frank","1940-03-31","M","D",,"barneyfrank","400140","14824","/m/0d0lx0","","",false,"16",1340,60,3,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ma/cd:4","MA","4",false,"2504",4.48,85.9,14.02,,,,,,,,
"F000348","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000348.json","Gary","Franks","1953-02-09","M","R",,,"404296","15817",,"","",false,"6",1340,8,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ct/cd:5","CT","5",false,"0905",0.6,91.38,9.86,"A.",,,,,,,
"F000349","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000349.json","Bob","Franks","1951-09-21","M","R",,,"400584","29371",,"","",false,"4",1340,10,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:nj/cd:7","NJ","7",false,"3407",0.75,83.35,17.9,,,,,,,,
"F000351","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000351.json","Victor","Frazer","1943-05-24","M","I",,,"404298","70401",,"","",false,"2",0,0,0,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:vi/cd:79","VI","At-Large",true,"7898",0,0,,"O.",,,,,,,
"F000372","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000372.json","Rodney","Frelinghuysen","1946-04-29","M","R","USRepRodney","RepFrelinghuysen","400142","29541","/m/03bktp","","https://frelinghuysen.house.gov",false,"2",1340,10,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:nj/cd:11","NJ","11",false,"3411",0.75,88.95,12.3,,"37781","rfrelinghuysen","22177","N00000684",,,
"F000387","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000387.json","Dan","Frisa","1955-04-27",,"R",,,"404332","29543",,"","",false,"2",1340,21,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ny/cd:4","NY","4",false,"3604",1.57,94.11,7.14,,,,,,,,
"F000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000392.json","Martin","Frost","1942-01-01","M","D",,,"400143","14626",,"","",false,"18",1340,99,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:24","TX","24",false,"4824",7.39,88.31,12.45,,,,,,,,
"F000426","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000426.json","David","Funderburk","1944-04-28","M","R",,,"404367","29545",,"","",false,"2",1340,13,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:nc/cd:2","NC","2",false,"3702",0.97,93.6,7.64,,,,,,,,
"F000434","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000434.json","Elizabeth","Furse","1936-10-13","F","D",,,"404375","29394",,"","",false,"4",1340,52,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:or/cd:1","OR","1",false,"4101",3.88,92.56,8.67,,,,,,,,
"G000021","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000021.json","Elton","Gallegly","1944-03-07","M","R","eltongallegly24",,"400144","15412","/m/024tft","","",false,"10",1340,96,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ca/cd:23","CA","23",false,"0623",7.16,97.84,3.49,,"6712",,,,,,
"G000041","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000041.json","Greg","Ganske","1949-03-31","M","R",,,"400517","29521",,"","",false,"2",1340,29,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ia/cd:4","IA","4",false,"1904",2.16,91.47,9.79,,,,,,,,
"G000120","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000120.json","Sam","Gejdenson","1948-05-20","M","D",,,"400585","14825",,"","",false,"16",1340,39,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ct/cd:2","CT","2",false,"0902",2.91,94.09,7.21,,,,,,,,
"G000121","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000121.json","George","Gekas","1930-04-14","M","R",,,"400544","15025",,"","",false,"14",1340,31,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:pa/cd:17","PA","17",false,"4217",2.31,95.85,4.94,"W.",,,,,,,
"G000132","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000132.json","Richard","Gephardt","1941-01-31","M","D",,,"400146","14421",,"","",false,"20",1340,111,4,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:mo/cd:3","MO","3",false,"2903",8.28,92.18,9.11,"Andrew",,,,,,,
"G000134","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000134.json","Pete","Geren","1952-01-29","M","D",,,"404503","15639",,"","",false,"8",1340,34,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:12","TX","12",false,"4812",2.54,53.7,47.5,,,,,,,,
"G000153","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000153.json","Sam","Gibbons","1920-01-20","M","D",,,"404520","10588",,"","",false,"34",1340,221,2,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:fl/cd:11","FL","11",false,"1211",16.49,88.31,12.72,,,,,,,,
"G000180","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000180.json","Wayne","Gilchrest","1946-04-15","M","R",,,"400149","15818",,"","",false,"6",1340,7,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:md/cd:1","MD","1",false,"2401",0.52,86.65,14.6,"T.",,,,,,,
"G000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000210.json","Paul","Gillmor","1939-02-01","M","R",,,"400150","15606",,"","",false,"8",1340,38,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:oh/cd:5","OH","5",false,"3905",2.84,92.29,8.98,"E.",,,,,,,
"G000212","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000212.json","Benjamin","Gilman","1922-12-06","M","R",,,"400536","14015",,"","",false,"24",1339,18,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ny/cd:20","NY","20",false,"3620",1.34,82.03,19.14,"A.",,,,,,,
"G000225","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000225.json","Newt","Gingrich","1943-06-17","M","R",,,"404587","14627",,"","",false,"18",1340,1236,1,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:ga/cd:6","GA","6",false,"1306",92.24,98.04,0.98,,,,,,,,
"G000272","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000272.json","Henry","Gonzalez","1916-05-03","M","D",,,"404634","10520",,"","",false,"36",1340,58,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:tx/cd:20","TX","20",false,"4820",4.33,89.79,11.53,"B.",,,,,,,
"G000289","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000289.json","Robert","Goodlatte","1952-09-22","M","R","RepGoodlatte","RepBobGoodlatte","400154","39308","/m/0284s7","","https://goodlatte.house.gov",false,"4",1340,3,0,"2019-10-08 03:06:16 -0400","ocd-division/country:us/state:va/cd:6","VA","6",false,"5106",0.22,94.97,6.27,"W.","27025","BobGoodlatte","27116","N00009154",,,
