"id","title","short_title","api_uri","first_name","middle_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","cspan_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","facebook_account","votesmart_id","crp_id","rss_url","suffix"
"L000504","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/L000504.json","Richard","G.","Lugar","1932-04-04","M","R","senatorlugar","senatorlugar","300070","255","14506","/m/01d_bx","","",false,"33","2012",696,6,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:in","IN","1","","S105",0.86,83.11,16.89,,,,,
"M001183","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M001183.json","Joe",,"Manchin","1947-08-24","M","D","Sen_JoeManchin","SenatorJoeManchin","412391","62864","40915","/m/04lc5t","","https://www.manchin.senate.gov",false,"1",,51,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:wv","WV","1","","S338",9.8,86.96,13.04,"JoeManchinIII","7547","N00032838",,"III"
"M001162","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001162.json","Mel",,"Martinez","1946-10-23","M","R",,,"400621",,"40501",,"","",false,"5",,272,19,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:fl","FL","3","","S304",6.99,84.8,15.2,,,,,
"M000303","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000303.json","John",,"McCain","1936-08-29","M","R","SenJohnMcCain","SenatorJohnMcCain","300071","7476","15039","/m/0bymv","S6AZ00019","https://www.mccain.senate.gov",false,"23","2010",696,11,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:az","AZ","3","","S197",1.58,94.08,5.92,"johnmccain","53270","N00006424","https://www.mccain.senate.gov/public/?a=rss.feed",
"M001170","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M001170.json","Claire",,"McCaskill","1953-07-24","F","D","clairecmc","SenatorMcCaskill","412243","1012014","40701","/m/040_w4","","https://www.mccaskill.senate.gov",false,"3","2012",696,16,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:mo","MO","1","","S312",2.3,81.36,18.64,"senatormccaskill","2109","N00027694",,
"M000355","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M000355.json","Mitch",,"McConnell","1942-02-20","M","R","McConnellPress",,"300072","2351","14921","/m/01z6ls","","https://www.mcconnell.senate.gov",false,"25","2014",696,1,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ky","KY","2","","S174",0.14,94.46,5.54,"mitchmcconnell","53298","N00003389","https://www.mcconnell.senate.gov/public/?a=RSS.Feed",
"M000639","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/M000639.json","Robert",,"Menendez","1954-01-01","M","D","SenatorMenendez","SenatorMenendezNJ","400272","29608","29373","/m/033d3p","","https://www.menendez.senate.gov",false,"4","2012",696,10,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nj","NJ","1","","S306",1.44,97.36,2.64,"senatormenendez","26961","N00000699",,
"M001176","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/M001176.json","Jeff",,"Merkley","1956-10-24","M","D","SenJeffMerkley","SenatorJeffMerkley","412325","1029842","40908","/m/026k60f","","https://www.merkley.senate.gov",false,"1","2014",696,4,0,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:or","OR","2","","S322",0.57,95.93,4.07,"jeffmerkley","23644","N00029303","https://www.merkley.senate.gov/rss/feeds/",
"M000702","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M000702.json","Barbara","A.","Mikulski","1936-07-20","F","D","SenatorBarb","senatormikulski","300073","1396","14440","/m/0206nm","","https://www.mikulski.senate.gov",false,"23","2010",696,54,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:md","MD","3","","S182",7.76,98.9,1.1,"SenatorMikulski",,,,
"M001153","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001153.json","Lisa",,"Murkowski","1957-05-22","F","R","LisaMurkowski","senatormurkowski","300075","1004138","40300","/m/0202kt","","https://www.murkowski.senate.gov",false,"9","2010",696,39,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ak","AK","3","","S288",5.6,81.3,18.7,"SenLisaMurkowski","15841","N00026050",,
"M001111","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/M001111.json","Patty",,"Murray","1950-10-11","F","D","PattyMurray","SenatorPattyMurray","300076","25277","49308","/m/018qx5","","https://www.murray.senate.gov",false,"17","2010",696,14,0,"2022-07-13 02:50:31 -0400","ocd-division/country:us/state:wa","WA","3","","S229",2.01,97.05,2.95,,"53358","N00007876","https://www.murray.senate.gov/category/press-releases/feed/",
"N000032","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/N000032.json","Bill",,"Nelson","1942-09-29","M","D","SenBillNelson","senbillnelson","300078","1931","14651","/m/01_pb_","","https://www.billnelson.senate.gov",false,"9","2012",696,14,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:fl","FL","1","","S282",2.01,93.07,6.93,,"1606","N00009926",,
"N000180","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/N000180.json","Ben",,"Nelson","1941-05-17","M","D","SenBenNelson","SenBenNelson","300077","16991","40103","/m/01_pcc","","",false,"9","2012",696,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ne","NE","1","","S283",0,68.79,31.21,,,,,
"P000590","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000590.json","Mark",,"Pryor","1963-01-10","M","D","SenMarkPryor","senatorpryor","300080","1002201","40301","/m/01gb3p","","http://www.pryor.senate.gov",false,"7","2014",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ar","AR","2","","S295",0.72,90.98,9.02,"MarkPryor",,,,
"R000122","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000122.json","Jack",,"Reed","1949-11-12","M","D","SenJackReed","SenatorReed","300081","24239","29142","/m/0202mc","","https://www.reed.senate.gov",false,"13","2014",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ri","RI","2","","S259",0.72,97.53,2.47,"SenJackReed","27060","N00000362",,
"R000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000146.json","Harry",,"Reid","1939-12-02","M","D","SenatorReid","SenatorReid","300082","1683","15054","/m/0204x1","","http://www.reid.senate.gov",false,"23","2010",696,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nv","NV","3","","S198",0,95.38,4.62,"SenatorReid",,,,
"R000584","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000584.json","Jim",,"Risch","1943-05-03","M","R","SenatorRisch","SenatorJamesRisch","412322","1020034","40902","/m/06y9p0","","https://www.risch.senate.gov",false,"1","2014",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:id","ID","2","","S323",0.72,94.72,5.28,"senatorjimrisch","2919","N00029441","https://www.risch.senate.gov/public/?a=rss.feed",
"R000307","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000307.json","Pat",,"Roberts","1936-04-20","M","R","SenPatRoberts","SenPatRoberts","300083","16354","14852","/m/01_pdv","","https://www.roberts.senate.gov",false,"13","2014",696,44,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ks","KS","2","","S260",6.32,93.32,6.68,"SenPatRoberts","26866","N00005285","https://www.roberts.senate.gov/public/index.cfm?a=RSS.Feed",
"R000361","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000361.json","John","D.","Rockefeller","1937-06-18","M","D","SenRockefeller","SenatorRockefeller","300084","1238","14922","/m/01xmnh","","http://www.rockefeller.senate.gov",false,"25","2014",696,71,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:wv","WV","2","","S176",10.2,97.12,2.88,"SenRockefeller",,,,"IV"
"S001163","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S001163.json","Ken",,"Salazar","1955-03-02","M","D",,,"400619",,"40500",,"","",false,"5",,5,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:co","CO","3","","S297",0,100,0,,,,,
"S000033","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000033.json","Bernard",,"Sanders","1941-09-08","M","ID","SenSanders","senatorsanders","400357","994","29147","/m/01_gbv","","https://www.sanders.senate.gov",false,"3","2012",696,9,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:vt","VT","1","","S313",1.29,94.29,5.71,"senatorsanders","27110","N00000528",,
"S000148","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000148.json","Charles","E.","Schumer","1950-11-23","M","D","SenSchumer","SenatorSchumer","300087","5929","14858","/m/01w74d","","https://www.schumer.senate.gov",false,"11","2010",696,3,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ny","NY","3","","S270",0.43,98.84,1.16,"senschumer","26976","N00001093",,
"S001141","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S001141.json","Jeff",,"Sessions","1946-12-24","M","R","SenatorSessions","SenatorSessions","300088","44441","49700","/m/020yjg","","http://www.sessions.senate.gov/public",false,"13","2014",696,26,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:al","AL","2","","S261",3.74,93.33,6.67,"jeffsessions",,"N00003062",,
"S001181","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S001181.json","Jeanne",,"Shaheen","1947-01-28","F","D","SenatorShaheen","senatorshaheen","412323","22850","40906","/m/01rrm2","","https://www.shaheen.senate.gov",false,"1","2014",696,12,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nh","NH","2","","S324",1.72,95.29,4.71,"SenatorShaheen","1663","N00024790",,
"S000320","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000320.json","Richard","C.","Shelby","1934-05-06","M","R","SenShelby","SenatorRichardShelby","300089","1859","94659","/m/020yj1","","https://www.shelby.senate.gov",false,"23","2010",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:al","AL","3","","S184",0.72,89.43,10.57,"RichardShelby","53266","N00009920","https://www.shelby.senate.gov/public/?a=rss.feed",
"S000663","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000663.json","Olympia","J.","Snowe","1947-02-21","F","R","SenatorSnowe",,"300091",,"14661","/m/020yg2","","",false,"15","2012",696,0,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:me","ME","1","","S245",0,69.68,30.32,,,,,
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen",,"Specter","1930-02-12","M","R","SenArlenSpecter","SenatorArlenSpecter","300092",,"14911","/m/0204ym","","",false,"29",,172,2,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:pa","PA","3","","S161",1.16,65.48,34.52,,,,,
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen",,"Specter","1930-02-12","M","D","SenArlenSpecter","SenatorArlenSpecter","300092",,"14911","/m/0204ym","","",false,"29","2010",524,29,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:pa","PA","3","","S161",5.53,96.14,3.86,,,,,
"S000770","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000770.json","Debbie",,"Stabenow","1950-04-29","F","D","SenStabenow","senatorstabenow","300093","45451","29732","/m/01xh64","","https://www.stabenow.senate.gov",false,"9","2012",696,6,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:mi","MI","1","","S284",0.86,97.96,2.04,"SenatorStabenow","515","N00004118",,
"T000464","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/T000464.json","Jon",,"Tester","1956-08-21","M","D","SenatorTester","senatorjontester","412244","1020176","40702","/m/066cdp","","https://www.tester.senate.gov",false,"3","2012",696,5,1,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:mt","MT","1","","S314",0.72,92.87,7.13,"senatortester","20928","N00027605","https://www.tester.senate.gov/rss/",
"T000250","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/T000250.json","John",,"Thune","1961-01-07","M","R","SenJohnThune","johnthune","400546","45552","29754","/m/03ybyn","","https://www.thune.senate.gov",false,"5","2010",696,5,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:sd","SD","3","","S303",0.72,96.18,3.82,,"398","N00004572","https://www.thune.senate.gov/public/?a=RSS.Feed",
"U000039","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/U000039.json","Tom",,"Udall","1948-05-18","M","D","SenatorTomUdall","senatortomudall","400413","10075","29924","/m/033t35","","https://www.tomudall.senate.gov",false,"2","2014",696,6,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:nm","NM","2","","S326",0.86,96.65,3.35,"senatortomudall","22658","N00006561",,
"U000038","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/U000038.json","Mark",,"Udall","1950-07-18","M","D","MarkUdall","senatormarkudall","400412","7634","29906","/m/024zbx","","http://www.markudall.senate.gov",false,"2","2014",696,6,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:co","CO","2","","S325",0.86,92.57,7.43,"markudall",,,,
"V000127","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/V000127.json","David",,"Vitter","1961-05-03","M","R",,"SenatorVitter","400418","60672","29918","/m/025jr2","","https://www.vitter.senate.gov",false,"5","2010",696,39,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:la","LA","3","","S299",5.6,93.52,6.48,,,,,
"V000126","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/V000126.json","George","V.","Voinovich","1936-07-15","M","R",,"SenVoinovich","300098","1783","49903","/m/01_pgn","","",false,"11","2010",696,33,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:oh","OH","3","","S271",4.74,69.77,30.23,,,,,
"W000805","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000805.json","Mark",,"Warner","1954-12-15","M","D","MarkWarner","SenatorMarkWarner","412321","7630","40909","/m/024mm1","","https://www.warner.senate.gov",false,"1","2014",696,21,0,"2019-11-18 02:30:20 -0500","ocd-division/country:us/state:va","VA","2","","S327",3.02,92.1,7.9,"MarkRWarner","535","N00002097","https://www.warner.senate.gov/public/?a=RSS.Feed",
"W000803","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000803.json","Jim",,"Webb","1946-02-09","M","D",,"SenatorWebb","412249","1914","40706","/m/0574xy","","",false,"3","2012",696,9,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:va","VA","1","","S315",1.29,87.26,12.74,,,,,
"W000802","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000802.json","Sheldon",,"Whitehouse","1955-10-20","M","D","SenWhitehouse","SenatorWhitehouse","412247","92235","40704","/m/07qw94","","https://www.whitehouse.senate.gov",false,"3","2012",696,13,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ri","RI","3","","S316",1.87,97.06,2.94,"SenatorWhitehouse","2572","N00027533","https://www.whitehouse.senate.gov/rss/feeds/?type=all&cachebuster=1",
"W000437","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/W000437.json","Roger",,"Wicker","1951-07-05","M","R","SenatorWicker","SenatorWicker","400432","18203","29534","/m/025xxb","","https://www.wicker.senate.gov",false,"3","2012",696,9,0,"2019-10-07 08:26:42 -0400","ocd-division/country:us/state:ms","MS","1","","S318",1.29,91.58,8.42,"SenatorWicker","21926","N00003280","https://www.wicker.senate.gov/public/?a=rss.feed",
"W000779","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/W000779.json","Ron",,"Wyden","1949-05-03","M","D","RonWyden","senronwyden","300100","1962","14871","/m/0178p9","","https://www.wyden.senate.gov",false,"14","2010",696,26,0,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:or","OR","3","","S247",3.74,96.55,3.45,,"27036","N00007724",,
