"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","last_updated","ocd_id","state","district","at_large","geoid","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix","senate_class","state_rank","lis_id"
"D000222","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000222.json","Ronald","Dellums","1935-11-24","M","D",,,"403364","13011",,"","",false,"16","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ca/cd:8","CA","8",false,"0608","V.",,,,,,,,,
"D000267","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000267.json","Butler","Derrick","1936-09-30","M","D",,,"403403","14212",,"","",false,"12","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:sc/cd:3","SC","3",false,"4503","C.",,,,,,,,,
"D000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000294.json","Michael","DeWine","1947-01-05","M","R",,,"300033","15019",,"","",false,"4","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:oh/cd:7","OH","7",false,"3907",,,,,,,,,,
"D000326","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000326.json","William","Dickinson","1925-06-05","M","R",,,"403446","10717",,"","",false,"22","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:al/cd:2","AL","2",false,"0102","Louis",,,,,,,,,
"D000327","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000327.json","Norman","Dicks","1940-12-16","M","D","RepNormDicks","RepNormDicks","400109","14413",,"","",false,"10","2016-05-03 15:22:16 -0400","ocd-division/country:us/state:wa/cd:6","WA","6",false,"5306","D.","8131",,,,,,,,
"D000355","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000355.json","John","Dingell","1926-07-08","M","D","John_Dingell",,"400110","2605","/m/0226cw","","http://dingell.house.gov",false,"32","2016-06-14 16:30:49 -0400","ocd-division/country:us/state:mi/cd:16","MI","16",false,"2616","D.","470","johndingell",,,,,,,
"D000359","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000359.json","Joseph","DioGuardi","1940-09-20","M","R",,,"403476","15212",,"","",false,"2","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ny/cd:20","NY","20",false,"3620","J.",,,,,,,,,
"D000373","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000373.json","Julian","Dixon","1934-08-08","M","D",,,"400580","14620",,"","",false,"8","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ca/cd:28","CA","28",false,"0628","C.",,,,,,,,,
"D000416","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000416.json","Brian","Donnelly","1946-03-02",,"D",,,"403529","14621",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ma/cd:11","MA","11",false,"2511","Joseph",,,,,,,,,
"D000432","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000432.json","Byron","Dorgan","1942-05-14","M","D",,"senatordorgan","300037","14812","/m/021fyn","","",false,"6","2016-06-14 16:30:50 -0400","ocd-division/country:us/state:nd/cd:1","ND","At-Large",true,"3800","L.","2318",,,,,,,,
"D000435","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000435.json","Robert","Dornan","1933-04-03","M","R",,,"403545","14414",,"","",false,"8","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:ca/cd:38","CA","38",false,"0638","K.",,,,,,,,,
"D000466","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000466.json","Charles","Dowdy","1943-07-27","M","D",,,"403576","14874",,"","",false,"6","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ms/cd:4","MS","4",false,"2804","Wayne",,,,,,,,,
"D000471","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000471.json","Thomas","Downey","1949-01-28","M","D",,,"403581","14214",,"","",false,"12","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ny/cd:2","NY","2",false,"3602","Joseph",,,,,,,,,
"D000492","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000492.json","David","Dreier","1952-07-05","M","R",,"RepDavidDreier","400115","14813","/m/024thx","","",false,"6","2016-06-14 16:30:51 -0400","ocd-division/country:us/state:ca/cd:33","CA","33",false,"0633",,,,,,,,,,
"D000534","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000534.json","John","Duncan","1919-03-24","M","R",,,"403641","10719",,"","",false,"22","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:tn/cd:2","TN","2",false,"4702","James",,,,,,,,,
"D000563","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000563.json","Richard","Durbin","1944-11-21","M","D","SenatorDurbin","SenatorDurbin","300038","15021","/m/01xcd1","","https://www.durbin.senate.gov",false,"4","2019-11-18 02:30:23 -0500","ocd-division/country:us/state:il/cd:20","IL","20",false,"1720","J.","6741","SenatorDurbin","26847","N00004981",,,,,
"D000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000586.json","Bernard","Dwyer","1921-01-24",,"D",,,"403689","14815",,"","",false,"6","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:nj/cd:6","NJ","6",false,"3406","James",,,,,,,,,
"D000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000592.json","Mervyn","Dymally","1926-05-12",,"D",,,"403695","14816",,"","",false,"6","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ca/cd:31","CA","31",false,"0631","Malcolm",,,,,,,,,
"D000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000593.json","Royden","Dyson","1948-11-15",,"D",,,"403696","14817",,"","",false,"6","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:md/cd:1","MD","1",false,"2401","Patrick",,,,,,,,,
"E000013","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000013.json","Joseph","Early","1933-01-31","M","D",,,"403709","14216",,"","",false,"12","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ma/cd:3","MA","3",false,"2503","Daniel",,,,,,,,,
"E000031","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000031.json","Dennis","Eckart","1950-04-06",,"D",,,"403726","14818",,"","",false,"6","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:oh/cd:11","OH","11",false,"3911","Edward",,,,,,,,,
"E000033","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000033.json","Fred","Eckert","1941-05-06","M","R",,,"403728","15213",,"","",false,"2","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ny/cd:30","NY","30",false,"3630","J.",,,,,,,,,
"E000043","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000043.json","Robert","Edgar","1943-05-29","M","D",,,"403738","14217",,"","",false,"12","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:pa/cd:7","PA","7",false,"4207","William",,,,,,,,,
"E000064","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000064.json","Don","Edwards","1915-01-06","M","D",,,"403776","10583",,"","",false,"24","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ca/cd:10","CA","10",false,"0610",,,,,,,,,,
"E000077","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000077.json","Marvin","Edwards","1937-07-12",,"R",,,"403769","14415",,"","",false,"10","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ok/cd:5","OK","5",false,"4005","Henry",,,,,,,,,
"E000174","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000174.json","Bill","Emerson","1938-01-01","M","R",,,"403864","14819",,"","",false,"6","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:mo/cd:8","MO","8",false,"2908",,,,,,,,,,
"E000184","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000184.json","Glenn","English","1940-11-30","M","D",,,"403873","14219",,"","",false,"12","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ok/cd:6","OK","6",false,"4006","Lee",,,,,,,,,
"E000201","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000201.json","Ben","Erdreich","1938-12-09",,"D",,,"403888","15021",,"","",false,"4","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:al/cd:6","AL","6",false,"0106",,,,,,,,,,
"E000250","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000250.json","Lane","Evans","1951-08-04","M","D",,,"400126","15022",,"","",false,"4","2013-04-12 20:12:02 -0400","ocd-division/country:us/state:il/cd:17","IL","17",false,"1717","A.",,,,,,,,,
"E000259","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000259.json","Thomas","Evans","1924-05-26","M","R",,,"403940","14820",,"","",false,"6","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ia/cd:3","IA","3",false,"1903","Cooper",,,,,,,,,
"F000041","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000041.json","Dante","Fascell","1917-03-09",,"D",,,"404002","3078",,"","",false,"32","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:fl/cd:19","FL","19",false,"1219","Bruno",,,,,,,,,
"F000046","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000046.json","Walter","Fauntroy","1933-02-06","M","D",,,"404006","13060",,"","",false,"16","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:dc/cd:79","DC","At-Large",true,"1198","Edward",,,,,,,,,
"F000049","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000049.json","Harris","Fawell","1929-03-25","M","R",,,"404009","15214",,"","",false,"2","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:il/cd:13","IL","13",false,"1713","W.",,,,,,,,,
"F000053","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000053.json","Vic","Fazio","1942-10-11","M","D",,,"404013","14624",,"","",false,"8","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ca/cd:4","CA","4",false,"0604",,,,,,,,,,
"F000059","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000059.json","Edward","Feighan","1947-10-22","M","D",,,"404019","15023",,"","",false,"4","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:oh/cd:19","OH","19",false,"3919","Farrell",,,,,,,,,
"F000102","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000102.json","Bobbi","Fiedler","1937-04-22","F","R",,,"404059","14821",,"","",false,"6","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ca/cd:21","CA","21",false,"0621",,,,,,,,,,
"F000111","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000111.json","Jack","Fields","1952-02-03","M","R",,,"404068","14822",,"","",false,"6","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:8","TX","8",false,"4808","Milton",,,,,,,,,
"F000141","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000141.json","Hamilton","Fish","1926-06-03","M","R",,,"404097","12013",,"","",false,"18","2017-11-29 06:35:52 -0500","ocd-division/country:us/state:ny/cd:21","NY","21",false,"3621",,,,,,,"Jr.",,,
"F000208","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000208.json","Ronnie","Flippo","1937-08-15",,"D",,,"404163","14419",,"","",false,"10","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:al/cd:5","AL","5",false,"0105","Gene",,,,,,,,,
"F000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000215.json","James","Florio","1937-08-29","M","D",,,"404170","14223",,"","",false,"12","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nj/cd:1","NJ","1",false,"3401","Joseph",,,,,,,,,
"F000235","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000235.json","Tom","Foglietta","1928-12-03","M","D",,,"404190","14823",,"","",false,"6","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:pa/cd:1","PA","1",false,"4201",,,,,,,,,,
"F000239","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000239.json","Thomas","Foley","1929-03-06","M","D",,,"404193","10726",,"","",false,"22","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:wa/cd:5","WA","5",false,"5305","S.",,,,,,,,,
"F000270","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000270.json","William","Ford","1927-08-06","M","D",,,"404220","10727",,"","",false,"22","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:mi/cd:15","MI","15",false,"2615","D.",,,,,,,,,
"F000261","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000261.json","Harold","Ford","1945-05-20","M","D",,,"404213","14224",,"","",false,"12","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tn/cd:9","TN","9",false,"4709","E.",,,,,,,,,
"F000329","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000329.json","Wyche","Fowler","1940-10-06",,"D",,,"404277","14467",,"","",false,"10","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ga/cd:5","GA","5",false,"1305",,,,,,,,,,
"F000339","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000339.json","Barney","Frank","1940-03-31","M","D",,"barneyfrank","400140","14824","/m/0d0lx0","","",false,"6","2016-06-14 16:31:06 -0400","ocd-division/country:us/state:ma/cd:4","MA","4",false,"2504",,,,,,,,,,
"F000347","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000347.json","William","Franklin","1941-12-13","M","R",,,"404295","15024",,"","",false,"4","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:ms/cd:2","MS","2",false,"2802","Webster",,,,,,,,,
"F000380","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000380.json","William","Frenzel","1928-07-31","M","R",,,"404325","13015",,"","",false,"16","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:mn/cd:3","MN","3",false,"2703","Eldridge",,,,,,,,,
"F000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000392.json","Martin","Frost","1942-01-01","M","D",,,"400143","14626",,"","",false,"8","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:tx/cd:24","TX","24",false,"4824",,,,,,,,,,
"F000430","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000430.json","Don","Fuqua","1933-08-20",,"D",,,"404371","10587",,"","",false,"24","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:fl/cd:2","FL","2",false,"1202",,,,,,,,,,
"F000435","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/F000435.json","Jaime","Fuster","1941-01-12","M","D",,,"404376","15262",,"","",false,"2","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pr/cd:80","PR","At-Large",true,"7298","B.",,,,,,,,,
"G000025","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000025.json","Dean","Gallo","1935-11-23","M","R",,,"404401","15215",,"","",false,"2","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nj/cd:11","NJ","11",false,"3411","A.",,,,,,,,,
"G000047","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000047.json","Robert","Garcia","1933-01-09","M","D",,,"404422","14470",,"","",false,"10","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ny/cd:18","NY","18",false,"3618",,,,,,,,,,
"G000105","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000105.json","Joseph","Gaydos","1926-07-03","M","D",,,"404477","11067",,"","",false,"20","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pa/cd:20","PA","20",false,"4220","Matthew",,,,,,,,,
"G000120","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000120.json","Sam","Gejdenson","1948-05-20","M","D",,,"400585","14825",,"","",false,"6","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ct/cd:2","CT","2",false,"0902",,,,,,,,,,
"G000121","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000121.json","George","Gekas","1930-04-14","M","R",,,"400544","15025",,"","",false,"4","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:17","PA","17",false,"4217","W.",,,,,,,,,
"G000132","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000132.json","Richard","Gephardt","1941-01-31","M","D",,,"400146","14421",,"","",false,"10","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:mo/cd:3","MO","3",false,"2903","Andrew",,,,,,,,,
"G000153","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000153.json","Sam","Gibbons","1920-01-20","M","D",,,"404520","10588",,"","",false,"24","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:fl/cd:7","FL","7",false,"1207",,,,,,,,,,
"G000212","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000212.json","Benjamin","Gilman","1922-12-06","M","R",,,"400536","14015",,"","",false,"14","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ny/cd:22","NY","22",false,"3622","A.",,,,,,,,,
"G000225","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000225.json","Newt","Gingrich","1943-06-17","M","R",,,"404587","14627",,"","",false,"8","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ga/cd:6","GA","6",false,"1306",,,,,,,,,,
"G000240","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000240.json","Dan","Glickman","1944-11-24","M","D",,,"404602","14422",,"","",false,"10","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ks/cd:4","KS","4",false,"2004",,,,,,,,,,
"G000272","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000272.json","Henry","Gonzalez","1916-05-03","M","D",,,"404634","10520",,"","",false,"26","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:tx/cd:20","TX","20",false,"4820","B.",,,,,,,,,
"G000291","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000291.json","William","Goodling","1927-12-05","M","R",,,"400586","14288",,"","",false,"12","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:pa/cd:19","PA","19",false,"4219","F.",,,,,,,,,
"G000309","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000309.json","Bart","Gordon","1949-01-24","M","D",,"repbartgordon","400155","15216","/m/03tm06","","",false,"2","2016-06-14 16:31:11 -0400","ocd-division/country:us/state:tn/cd:6","TN","6",false,"4706",,"5452",,,,,,,,
"G000349","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000349.json","Willis","Gradison","1928-12-28","M","R",,,"404705","14225",,"","",false,"12","2017-11-29 06:35:53 -0500","ocd-division/country:us/state:oh/cd:2","OH","2",false,"3902","D.",,,,,,"Jr.",,,
"G000400","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000400.json","Kenneth","Gray","1924-11-14","M","D",,,"404750","3769",,"","",false,"22","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:il/cd:22","IL","22",false,"1722","James",,,,,,,,,
"G000402","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000402.json","William","Gray","1941-08-20","M","D",,,"404752","14629",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:pa/cd:2","PA","2",false,"4202","Herbert",,,,,,,,,
"G000417","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000417.json","Sedgwick","Green","1929-10-16",,"R",,,"404765","14471",,"","",false,"10","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ny/cd:15","NY","15",false,"3615","William",,,,,,,,,
"G000445","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000445.json","Judd","Gregg","1947-02-14","M","R",,,"300049","14826","/m/0206mj","","",false,"6","2016-06-14 16:31:13 -0400","ocd-division/country:us/state:nh/cd:2","NH","2",false,"3302",,,,,,,,,,
"G000499","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000499.json","John","Grotberg","1925-03-23","M","R",,,"404844","15217",,"","",false,"2","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:il/cd:14","IL","14",false,"1714",,,,,,,,,,
"G000511","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000511.json","Frank","Guarini","1924-08-20","M","D",,,"404856","14631",,"","",false,"8","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:nj/cd:14","NJ","14",false,"3414","Joseph",,,,,,,,,
"G000524","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000524.json","Steve","Gunderson","1951-05-10","M","R",,,"404869","14827",,"","",false,"6","2013-04-12 20:11:58 -0400","ocd-division/country:us/state:wi/cd:3","WI","3",false,"5503",,,,,,,,,,
"H000074","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000074.json","Tony","Hall","1942-01-16","M","D",,,"400538","14632",,"","",false,"8","2013-04-12 20:12:00 -0400","ocd-division/country:us/state:oh/cd:3","OH","3",false,"3903","P.",,,,,,,,,
"H000067","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000067.json","Ralph","Hall","1923-05-03","M","D","RalphHallPress",,"400165","94828","/m/026cww","","http://ralphhall.house.gov",false,"6","2016-06-14 16:31:21 -0400","ocd-division/country:us/state:tx/cd:4","TX","4",false,"4804","M.","7354","6311458773",,,,,,,
"H000070","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000070.json","Sam","Hall","1924-01-11",,"D",,,"404954","14291",,"","",false,"12","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:tx/cd:1","TX","1",false,"4801","Blakeley",,,,,,,,,
"H000114","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000114.json","Lee","Hamilton","1931-04-20","M","D",,,"404996","10732",,"","",false,"22","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:in/cd:9","IN","9",false,"1809","H.",,,,,,,,,
"H000124","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000124.json","John","Hammerschmidt","1922-05-04","M","R",,,"405006","11020",,"","",false,"20","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ar/cd:3","AR","3",false,"0503","Paul",,,,,,,,,
"H000172","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000172.json","James","Hansen","1932-08-14","M","R",,,"400552","14829",,"","",false,"6","2013-04-12 20:12:01 -0400","ocd-division/country:us/state:ut/cd:1","UT","1",false,"4901","V.",,,,,,,,,
"H000302","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000302.json","Thomas","Hartnett","1941-08-07","M","R",,,"405175","14830",,"","",false,"6","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:sc/cd:1","SC","1",false,"4501","Forbes",,,,,,,,,
"H000340","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000340.json","Charles","Hatcher","1939-07-01","M","D",,,"405209","14831",,"","",false,"6","2013-04-12 20:11:55 -0400","ocd-division/country:us/state:ga/cd:2","GA","2",false,"1302","Floyd",,,,,,,,,
"H000367","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000367.json","Augustus","Hawkins","1907-08-31","M","D",,,"405236","10595",,"","",false,"24","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:ca/cd:29","CA","29",false,"0629","Freeman",,,,,,,,,
"H000388","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000388.json","Charles","Hayes","1918-02-17","M","D",,,"405256","15083",,"","",false,"4","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:wi/cd:4","WI","4",false,"5504","Arthur",,,,,,,,,
"H000448","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000448.json","Bill","Hefner","1930-04-11","M","D",,,"405313","14233",,"","",false,"12","2013-04-12 20:11:59 -0400","ocd-division/country:us/state:nc/cd:8","NC","8",false,"3708",,,,,,,,,,
"H000449","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000449.json","Cecil","Heftel","1924-09-30","M","D",,,"405314","14425",,"","",false,"10","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:hi/cd:1","HI","1",false,"1501","Landau",,,,,,,,,
"H000490","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000490.json","William","Hendon","1944-11-09","M","R",,,"405353","14832",,"","",false,"4","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:nc/cd:11","NC","11",false,"3711","Martin",,,,,,,,,
"H000514","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000514.json","Paul","Henry","1942-07-09","M","R",,,"405377","15219",,"","",false,"2","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:mi/cd:5","MI","5",false,"2605","B.",,,,,,,,,
"H000547","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000547.json","Dennis","Hertel","1948-12-07",,"D",,,"405409","14833",,"","",false,"6","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:mi/cd:14","MI","14",false,"2614","Mark",,,,,,,,,
"H000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000586.json","John","Hiler","1953-04-24","M","R",,,"405448","14834",,"","",false,"6","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:in/cd:3","IN","3",false,"1803","Patrick",,,,,,,,,
"H000624","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000624.json","Elwood","Hillis","1926-03-06",,"R",,,"405482","13018",,"","",false,"16","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:in/cd:5","IN","5",false,"1805","Haynes",,,,,,,,,
"H000747","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000747.json","Marjorie","Holt","1920-09-17","F","R",,,"405598","14021",,"","",false,"14","2013-04-12 20:11:53 -0400","ocd-division/country:us/state:md/cd:4","MD","4",false,"2404","Sewell",,,,,,,,,
"H000776","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000776.json","Larry","Hopkins","1933-10-25",,"R",,,"405626","14635",,"","",false,"8","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ky/cd:6","KY","6",false,"2106","Jones",,,,,,,,,
"H000797","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000797.json","Frank","Horton","1919-12-12","M","R",,,"405646","10596",,"","",false,"24","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:29","NY","29",false,"3629","Jefferson",,,,,,,,,
"H000840","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000840.json","James","Howard","1927-07-24","M","D",,,"405687","10739",,"","",false,"22","2013-04-12 20:11:54 -0400","ocd-division/country:us/state:nj/cd:3","NJ","3",false,"3403","John",,,,,,,,,
"H000874","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000874.json","Steny","Hoyer","1939-06-14","M","D","LeaderHoyer","LeaderHoyer","400189","14873","/m/025k5p","","https://hoyer.house.gov",false,"6","2021-03-02 02:35:38 -0500","ocd-division/country:us/state:md/cd:5","MD","5",false,"2405","H.","1919","WhipHoyer","26890","N00001821",,,,,
"H000878","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000878.json","Carroll","Hubbard","1937-07-07",,"D",,,"405724","14237",,"","",false,"12","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ky/cd:1","KY","1",false,"2101",,,,,,,,,,
"H000901","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000901.json","Thomas","Huckaby","1941-07-19","M","D",,,"405747","14427",,"","",false,"10","2013-04-12 20:11:56 -0400","ocd-division/country:us/state:la/cd:5","LA","5",false,"2205","Jerald",,,,,,,,,
"H000930","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000930.json","William","Hughes","1932-10-17","M","D",,,"405775","14238",,"","",false,"12","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nj/cd:2","NJ","2",false,"3402","J.",,,,,,,,,
"H000981","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000981.json","Duncan","Hunter","1948-05-31","M","R",,,"400191","14835",,"","",false,"6","2013-04-12 20:12:03 -0400","ocd-division/country:us/state:ca/cd:45","CA","45",false,"0645","L.",,,,,,,,,
"H001018","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001018.json","Earl","Hutto","1926-05-12","M","D",,,"405855","14636",,"","",false,"8","2013-04-12 20:11:57 -0400","ocd-division/country:us/state:fl/cd:1","FL","1",false,"1201","Dewitt",,,,,,,,,
