"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","govtrack_id","icpsr_id","fec_candidate_id","url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","twitter_account","youtube_account","cspan_id","google_entity_id","suffix","facebook_account","rss_url","votesmart_id","crp_id"
"R000122","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000122.json","Jack","Reed","1949-11-12","M","D","300081","29142","","https://www.reed.senate.gov",false,"1","2002",612,2,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:ri","RI","2","","S259",0.33,94.67,5.33,,"SenJackReed","SenatorReed","24239","/m/0202mc",,"SenJackReed",,"27060","N00000362"
"R000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000146.json","Harry","Reid","1939-12-02","M","D","300082","15054","","http://www.reid.senate.gov",false,"11","1998",612,6,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:nv","NV","3","","S198",0.98,86.58,13.42,,"SenatorReid","SenatorReid","1683","/m/0204x1",,"SenatorReid",,,
"R000295","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000295.json","Charles","Robb","1939-06-26","M","D","400564","15706","","",false,"9","2000",612,0,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:va","VA","1","","S207",0,84.22,15.78,"S.",,,,,,,,,
"R000307","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000307.json","Pat","Roberts","1936-04-20","M","R","300083","14852","","https://www.roberts.senate.gov",false,"1","2002",612,14,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:ks","KS","2","","S260",2.29,92.42,7.58,,"SenPatRoberts","SenPatRoberts","16354","/m/01_pdv",,"SenPatRoberts","https://www.roberts.senate.gov/public/index.cfm?a=RSS.Feed","26866","N00005285"
"R000361","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000361.json","John","Rockefeller","1937-06-18","M","D","300084","14922","","http://www.rockefeller.senate.gov",false,"13","2002",612,37,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:wv","WV","2","","S176",6.05,92.05,7.95,"D.","SenRockefeller","SenatorRockefeller","1238","/m/01xmnh","IV","SenRockefeller",,,
"R000460","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000460.json","William","Roth","1921-07-22","M","R","400565","11044","","",false,"27","2000",612,18,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:de","DE","1","","S083",2.94,86.22,13.78,"V.",,,,,"Jr.",,,,
"S000059","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000059.json","Richard","Santorum","1958-05-10","M","R","300085","15837","","",false,"3","2000",612,6,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:pa","PA","1","","S244",0.98,91.5,8.5,"J.",,,,,,,,,
"S000064","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000064.json","Paul","Sarbanes","1933-02-03","M","D","300086","13039","","",false,"21","2000",612,3,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:md","MD","1","","S106",0.49,95.33,4.67,"S.",,,,,,,,,
"S001141","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S001141.json","Jeff","Sessions","1946-12-24","M","R","300088","49700","","http://www.sessions.senate.gov/public",false,"1","2002",612,10,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:al","AL","2","","S261",1.63,91.61,8.39,,"SenatorSessions","SenatorSessions","44441","/m/020yjg",,"jeffsessions",,,"N00003062"
"S000320","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000320.json","Richard","Shelby","1934-05-06","M","R","300089","94659","","https://www.shelby.senate.gov",false,"11","1998",612,5,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:al","AL","3","","S184",0.82,90.85,9.15,"C.","SenShelby","SenatorRichardShelby","1859","/m/020yj1",,"RichardShelby","https://www.shelby.senate.gov/public/?a=rss.feed","53266","N00009920"
"S000606","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000606.json","Bob","Smith","1941-03-30","M","R","300155","15234","","",false,"7","2002",612,3,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:nh","NH","2","","S216",0.49,88.25,11.75,,,,,,,,,,
"S001142","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S001142.json","Gordon","Smith","1952-05-25","M","R","300090","49705","","",false,"1","2002",612,6,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:or","OR","2","","S262",0.98,90.5,9.5,"Harold",,,,,,,,,
"S000663","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000663.json","Olympia","Snowe","1947-02-21","F","R","300091","14661","","",false,"3","2000",612,1,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:me","ME","1","","S245",0.16,77.36,22.64,"J.","SenatorSnowe",,,"/m/020yg2",,,,,
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen","Specter","1930-02-12","M","R","300092","14911","","",false,"17","1998",612,46,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:pa","PA","3","","S161",7.52,69.34,30.66,,"SenArlenSpecter","SenatorArlenSpecter",,"/m/0204ym",,,,,
"S000888","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000888.json","Ted","Stevens","1923-11-18","M","R","300094","12109","","",false,"29","2002",612,5,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:ak","AK","2","","S090",0.82,85.36,14.64,"F.",,,,,,,,,
"T000162","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/T000162.json","Craig","Thomas","1933-02-17","M","R","300097","15636","","",false,"3","2000",612,2,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:wy","WY","1","","S246",0.33,93.71,6.29,,,,,,,,,,
"T000457","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000457.json","Fred","Thompson","1942-08-19","M","R","300158","49503","","",false,"5","2002",612,0,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:tn","TN","2","","S237",0,87.29,12.71,,,,,,,,,,
"T000254","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000254.json","Strom","Thurmond","1902-12-05","M","R","300157","9369","","",false,"42","2002",612,4,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:sc","SC","2","","S096",0.65,92.03,7.97,,,,,,,,,,
"T000317","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000317.json","Robert","Torricelli","1951-08-27","M","D","300156","15070","","",false,"2",,612,6,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:nj","NJ","2","","S263",0.98,89.43,10.57,"G.",,,,,,,,,
"W000154","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000154.json","John","Warner","1927-02-18","M","R","300099","14712","","",false,"19","2002",612,13,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:va","VA","2","","S143",2.12,89.23,10.77,"W.",,,,,,,,,
"W000288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000288.json","Paul","Wellstone","1944-07-21","M","D","400566","15901","","",false,"7","2002",612,20,0,"2019-10-07 09:09:42 -0400","ocd-division/country:us/state:mn","MN","2","","S217",3.27,86.13,13.87,"D.",,,,,,,,,
"W000779","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/W000779.json","Ron","Wyden","1949-05-03","M","D","300100","14871","","https://www.wyden.senate.gov",false,"2","1998",612,17,0,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:or","OR","3","","S247",2.78,87.88,12.12,,"RonWyden","senronwyden","1962","/m/0178p9",,,,"27036","N00007724"
