"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix"
"D000633","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000633.json","John","Duarte","1966-09-06","M","R",,,"456882",,,,,,"H2CA13131","https://duarte.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ca/cd:13","1535 Longworth House Office Building","202-225-1947","CA","13",false,"0613",0,50,0,,,,
"D000615","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000615.json","Jeffrey","Duncan","1966-01-07","M","R","RepJeffDuncan","RepJeffDuncan","412472","62713","47967","21174","N00030752","/m/0ddgp1k","H0SC03077","https://jeffduncan.house.gov","https://jeffduncan.house.gov/rss.xml",true,"14","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:sc/cd:3","2229 Rayburn House Office Building","202-225-5301","SC","3",false,"4503",0,46.67,3.33,,"congjeffduncan",,
"D000628","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000628.json","Neal","Dunn","1953-02-16","M","R","drnealdunnfl2","drnealdunnfl2","412691","104529","166297","21714","N00037442","/g/11c2ld4vv7","H6FL02208","https://dunn.house.gov","https://dunn.house.gov/?a=RSS.Feed",true,"8","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:fl/cd:2","466 Cannon House Office Building","202-225-5235","FL","2",false,"1202",0,50,0,,,,
"E000246","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000246.json","Chuck","Edwards","1960-09-13","M","R",,,"456914",,,,,,"H2NC14050","https://edwards.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nc/cd:11","1505 Longworth House Office Building","202-225-6401","NC","11",false,"3711",0,50,0,,,,
"E000071","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000071.json","Jake","Ellzey","1970-01-24","M","R","RepEllzey",,"456862",,,,"N00042243",,"H8TX06266","https://ellzey.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:tx/cd:6","1721 Longworth House Office Building","202-225-2002","TX","6",false,"4806",0,50,0,,,,
"E000294","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000294.json","Tom","Emmer","1961-03-03","M","R","RepTomEmmer","reptomemmer","412639","75567","38894","21531","N00035440","/m/06w2w3l","H4MN06087","https://emmer.house.gov",,true,"10","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:mn/cd:6","464 Cannon House Office Building","202-225-2331","MN","6",false,"2706",0,46.67,3.33,,"RepTomEmmer",,
"E000299","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000299.json","Veronica","Escobar","1969-09-15","F","D","RepEscobar",,"412825",,"99345",,"N00041702","/g/11ghdw9g9p","H8TX16109","https://escobar.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:tx/cd:16","2448 Longworth House Office Building","202-225-4831","TX","16",false,"4816",0,43.33,6.67,,,,
"E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","Eshoo","1942-12-13","F","D","RepAnnaEshoo","RepAnnaEshoo","400124","26130","26741","29312","N00007335","/m/024t6x","H8CA12098","https://eshoo.house.gov",,true,"32","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ca/cd:16","272 Cannon House Office Building","202-225-8104","CA","16",false,"0616",0,50,0,"G.","RepAnnaEshoo",,
"E000297","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000297.json","Adriano","Espaillat","1954-09-27","M","D","RepEspaillat","RepEspaillat","412718","68413","14379","21715","N00034549","/m/06nfs2","H2NY13096","https://espaillat.house.gov",,true,"8","2024",31,1,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ny/cd:13","2332 Rayburn House Office Building","202-225-4365","NY","13",false,"3613",3.23,44.83,3.45,,,,
"E000298","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000298.json","Ron","Estes","1956-07-19","M","R","RepRonEstes","RepRonEstes","412735","107963","125031","21750","N00040712","/m/0gfgsrm","H8KS04112","https://estes.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ks/cd:4","2234 Rayburn House Office Building","202-225-6216","KS","4",false,"2004",0,50,0,,,,
"E000296","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000296.json","Dwight","Evans","1954-05-16","M","D","RepDwightEvans","RepDwightEvans","412677","56729","9128","21566","N00038450","/m/03y8h6m","H6PA02171","https://evans.house.gov",,true,"10","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:pa/cd:3","1105 Longworth House Office Building","202-225-4001","PA","3",false,"4203",0,43.33,6.67,,,,
"E000235","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000235.json","Mike","Ezell","1959-04-06","M","R",,,"456911",,,,,,"H2MS04258","https://ezell.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ms/cd:4","443 Cannon House Office Building","202-225-5772","MS","4",false,"2804",0,50,0,,,,
"F000246","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000246.json","Pat","Fallon","1967-12-19","M","R","RepPatFallon",,"456845",,,,"N00047264","/m/0100nvdw","H0TX04219","https://fallon.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:4","2416 Longworth House Office Building","202-225-6673","TX","4",false,"4804",0,46.67,3.33,,,,
"F000446","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000446.json","Randy","Feenstra","1969-01-14","M","R","RepFeenstra",,"456818",,"103301",,"N00044011","/m/05p06tx","H0IA04145","https://feenstra.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ia/cd:4","1440 Longworth House Office Building","202-225-4426","IA","4",false,"1904",0,50,0,,,,
"F000465","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000465.json","A.","Ferguson","1966-11-15","M","R","RepDrewFerguson","RepDrewFerguson","412700","104731","168132","21717","N00039090","/g/11c0xj334k","H6GA03113","https://ferguson.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ga/cd:3","2239 Rayburn House Office Building","202-225-5901","GA","3",false,"1303",0,50,0,"Drew",,,
"L000273","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000273.json","Teresa","Fernandez","1959-07-01","F","D","RepTeresaLF",,"456835",,,,"N00044559","/g/11h_x7n8f5","H0NM03102","https://fernandez.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:nm/cd:3","1510 Longworth House Office Building","202-225-6190","NM","3",false,"3503",0,50,0,"Leger",,,
"F000475","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000475.json","Brad","Finstad","1976-05-30","M","R","RepFinstad",,"456869",,,,"N00050649",,"H2MN01223","https://finstad.house.gov/",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:mn/cd:1","1605 Longworth House Office Building","202-225-2472","MN","1",false,"2701",0,50,0,,,,
"F000470","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000470.json","Michelle","Fischbach","1965-11-03","F","R","RepFischbach",,"456828",,,,"N00045251","/m/063_kp4","H0MN07091","https://fischbach.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:mn/cd:7","1004 Longworth House Office Building","202-225-2165","MN","7",false,"2707",0,50,0,,,,
"F000471","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000471.json","Scott","Fitzgerald","1963-11-16","M","R","RepFitzgerald",,"456855",,"3446",,"N00045434","/m/03nvqsc","H0WI05113","https://fitzgerald.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wi/cd:5","1507 Longworth House Office Building","202-225-5101","WI","5",false,"5505",0,46.67,3.33,,,,
"F000466","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000466.json","Brian","Fitzpatrick","1973-12-17","M","R","repbrianfitz","repbrianfitzpatrick","412721","103537","167708","21718","N00038779","/g/11c2l6lhlm","H6PA08277","https://fitzpatrick.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:pa/cd:1","271 Cannon House Office Building","202-225-4276","PA","1",false,"4201",0,46.67,3.33,,,,
"F000459","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000459.json","Chuck","Fleischmann","1962-10-11","M","R","RepChuck","repchuck","412476","95146","123456","21178","N00030815","/m/0ddd54f","H0TN03254","https://fleischmann.house.gov","https://fleischmann.house.gov/rss.xml",true,"14","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tn/cd:3","2187 Rayburn House Office Building","202-225-3271","TN","3",false,"4703",0,46.67,3.33,,"repchuck",,
"F000468","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000468.json","Lizzie","Fletcher","1975-02-13","F","D","RepFletcher",,"412824",,"177031",,"N00041194","/g/11gzqssv7p","H8TX07140","https://fletcher.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:tx/cd:7","346 Cannon House Office Building","202-225-2571","TX","7",false,"4807",0,50,0,,,,
"F000474","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000474.json","Mike","Flood","1975-02-23","M","R","USRepMikeFlood",,"456868",,,,"N00050145",,"H2NE01118","https://flood.house.gov/",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ne/cd:1","343 Cannon House Office Building","202-225-4806","NE","1",false,"3101",0,50,0,,,,
"F000454","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000454.json","Bill","Foster","1955-10-07","M","D","RepBillFoster","CongressmanBillFoster","412257","1027346","101632","20749","N00029139","/m/02rq8nc","H8IL14067","https://foster.house.gov","https://foster.house.gov/rss.xml",true,"12","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:il/cd:11","2366 Rayburn House Office Building","202-225-3515","IL","11",false,"1711",0,50,0,,"RepBillFoster",,
"F000477","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000477.json","Valerie","Foushee","1956-05-07","F","D",,,"456913",,,,,,"H2NC06114","https://foushee.house.gov/",,true,"2","2024",31,2,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:nc/cd:4","1716 Longworth House Office Building","202-225-1784","NC","4",false,"3704",6.45,42.86,3.57,,,,
"F000450","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000450.json","Virginia","Foxx","1943-06-29","F","R","VirginiaFoxx","RepVirginiaFoxx","400643","1013052","6051","20521","N00026166","/m/02b5dz","H4NC05146","https://foxx.house.gov","https://foxx.house.gov/news/rss.aspx",true,"18","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nc/cd:5","2462 Rayburn House Office Building","202-225-2071","NC","5",false,"3705",0,50,0,,"repvirginiafoxx",,
"F000462","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000462.json","Lois","Frankel","1948-05-16","F","D","RepLoisFrankel","RepLoisFrankel","412529","623714","8102","21321","N00002893","/m/0gjdw8_","H2FL14053","https://frankel.house.gov",,true,"12","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:fl/cd:22","2305 Rayburn House Office Building","202-225-9890","FL","22",false,"1222",0,43.33,6.67,,"reploisfrankel",,
"F000472","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000472.json","Scott","Franklin","1964-08-23","M","R","RepFranklin",,"456807",,,,"N00046760","/g/11ft5hszwx","H0FL15104","https://franklin.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:fl/cd:18","249 Cannon House Office Building","202-225-1252","FL","18",false,"1218",0,46.67,3.33,,,,
"F000476","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000476.json","Maxwell","Frost","1997-01-17","M","D",,,"456890",,,,,,"H2FL10259","https://frost.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:fl/cd:10","1224 Longworth House Office Building","202-225-2176","FL","10",false,"1210",0,43.33,6.67,,,,
"F000478","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000478.json","Russell","Fry","1985-01-31","M","R",,,"456938",,,,,,"H2SC07280","https://fry.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:sc/cd:7","1626 Longworth House Office Building","202-225-9895","SC","7",false,"4507",0,50,0,,,,
"F000469","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000469.json","Russ","Fulcher","1973-07-19","M","R","RepRussFulcher",,"412773",,"33091",,"N00041335","/m/05h4vgh","H8ID01124","https://fulcher.house.gov","",true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:id/cd:1","1514 Longworth House Office Building","202-225-6611","ID","1",false,"1601",0,50,0,,,,
"G000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000578.json","Matt","Gaetz","1982-05-07","M","R","RepMattGaetz","CongressmanMattGaetz","412690","104528","117101","21719","N00039503","/m/0s8w2_s","H6FL01119","https://gaetz.house.gov","https://gaetz.house.gov/rss.xml",true,"8","2024",31,0,2,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:fl/cd:1","2021 Rayburn House Office Building","202-225-4136","FL","1",false,"1201",0,43.33,13.33,,,,
"G000579","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000579.json","Mike","Gallagher","1984-03-03","M","R","RepGallagher","RepMikeGallagher","412731","104067","171843","21720","N00039330","/g/11c5qns1cc","H6WI08155","https://gallagher.house.gov","https://gallagher.house.gov/rss.xml",true,"8","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wi/cd:8","1211 Longworth House Office Building","202-225-5665","WI","8",false,"5508",0,50,0,,,,
"G000574","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000574.json","Ruben","Gallego","1979-11-20","M","D","RepRubenGallego","RepRubenGallego","412612","77233","123732","21502","N00036097","/m/0wy0mz5","H4AZ07043","https://rubengallego.house.gov","https://rubengallego.house.gov/rss.xml",true,"10","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:az/cd:3","1114 Longworth House Office Building","202-225-4065","AZ","3",false,"0403",0,50,0,,,,
"G000559","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000559.json","John","Garamendi","1945-01-24","M","D","RepGaramendi","repgaramendi","412382","18413","29664","20958","N00030856","/m/05fvls","H0CA10149","https://garamendi.house.gov","https://garamendi.house.gov/rss.xml",true,"16","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ca/cd:8","2004 Rayburn House Office Building","202-225-1880","CA","8",false,"0608",0,50,0,,"garamendiCA10",,
"G000597","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000597.json","Andrew","Garbarino","1984-09-27","M","R","RepGarbarino",,"456836",,,,"N00046030","/g/11bw8f4j8q","H0NY02234","https://garbarino.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ny/cd:2","2344 Rayburn House Office Building","202-225-7896","NY","2",false,"3602",0,46.67,3.33,,,,
"G000061","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000061.json","Mike","Garcia","1976-04-24","M","R","RepMikeGarcia","RepMikeGarcia","456792",,"188664",,"N00044298","/g/11j2j3x1pl","H0CA25105","https://mikegarcia.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ca/cd:27","144 Cannon House Office Building","202-225-1956","CA","27",false,"0627",0,50,0,,,,
"G000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000586.json","Jesús","García","1956-04-12","M","D","RepChuyGarcia",,"412774",,"6261",,"N00042114","/m/012c8r5x","H8IL04134","https://chuygarcia.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:il/cd:4","1519 Longworth House Office Building","202-225-8203","IL","4",false,"1704",0,43.33,6.67,,,,
"G000598","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000598.json","Robert","Garcia","1977-12-02","M","D",,,"456885",,,,,,"H2CA47188","https://robertgarcia.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:42","1305 Longworth House Office Building","202-225-7924","CA","42",false,"0642",0,43.33,6.67,,,,
"G000587","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000587.json","Sylvia","Garcia","1950-09-06","F","D","RepSylviaGarcia",,"412827",,"49734",,"N00042282","/m/0ryt4bt","H8TX29052","https://sylviagarcia.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:29","2419 Rayburn House Office Building","202-225-1688","TX","29",false,"4829",0,46.67,3.33,,,,
"G000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000593.json","Carlos","Giménez","1954-01-17","M","R","RepCarlos",,"456809",,"81366",,"N00046394","/m/03cc6vt","H0FL26036","https://gimenez.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:fl/cd:28","448 Cannon House Office Building","202-225-2778","FL","28",false,"1228",0,46.67,3.33,,,,
"G000600","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000600.json","Marie","Gluesenkamp Perez","1988-06-06","F","D",,,"456949",,,,,,"H2WA03217","https://gluesenkampperez.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wa/cd:3","1431 Longworth House Office Building","202-225-3536","WA","3",false,"5303",0,46.67,3.33,,,,
"G000592","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000592.json","Jared","Golden","1982-07-25","M","D","repgolden",,"412842",,"151420",,"N00041668","/g/11f1224576","H8ME02185","https://golden.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:me/cd:2","1710 Longworth House Office Building","202-225-6306","ME","2",false,"2302",0,50,0,,,,
"G000599","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000599.json","Dan","Goldman","1976-02-26","M","D",,,"456923",,,,,,"H2NY10308","https://goldman.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ny/cd:10","245 Cannon House Office Building","202-225-7944","NY","10",false,"3610",0,43.33,6.67,,,,
"G000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000585.json","Jimmy","Gomez","1974-11-25","M","D","RepJimmyGomez","RepJimmyGomez","412739","108883","138524","21754","N00040597","/m/0n_73h1","H8CA34266","https://gomez.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:34","506 Cannon House Office Building","202-225-6235","CA","34",false,"0634",0,43.33,6.67,,,,
"G000594","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000594.json","Tony","Gonzales","1980-10-10","M","R","RepTonyGonzales",,"456849",,,,"N00044592","/g/11fs52clcr","H0TX35015","https://gonzales.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:23","2244 Rayburn House Office Building","202-225-4511","TX","23",false,"4823",0,46.67,3.33,,,,
"G000581","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000581.json","Vicente","Gonzalez","1967-09-04","M","D","RepGonzalez","USCongressmanVicenteGonzalez","412725","103568","166483","21722","N00038809","/g/11c266m1z7","H6TX15162","https://gonzalez.house.gov","https://gonzalez.house.gov/rss.xml",true,"8","2024",31,0,1,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:tx/cd:34","154 Cannon House Office Building","202-225-2531","TX","34",false,"4834",0,43.33,6.67,,,,
"G000582","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/G000582.json","Jenniffer","González-Colón","1976-08-05","F","R","repjenniffer","RepJennifferGonzalezColon","412723","67353",,,"N00037615","/m/027s3vf","","https://gonzalez-colon.house.gov","https://gonzalez-colon.house.gov/rss.xml",true,"8","2024",,,,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:pr/cd:80",,,"PR","At-Large",true,"7298",,,,,,,
"G000595","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000595.json","Robert","Good","1965-09-11","M","R","RepBobGood",,"456853",,,,"N00045557","/g/11fsfm06kc","H0VA05160","https://good.house.gov",,true,"4","2024",31,1,1,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:va/cd:5","461 Cannon House Office Building","202-225-4711","VA","5",false,"5105",3.23,44.83,6.9,,,,
"G000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000589.json","Lance","Gooden","1982-12-01","M","R","RepLanceGooden",,"412822",,"177282",,"N00042237","/m/0jkx4bp","H8TX05144","https://gooden.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:5","2431 Rayburn House Office Building","202-225-3484","TX","5",false,"4805",0,50,0,,,,
"G000565","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000565.json","Paul","Gosar","1958-11-22","M","R","RepGosar","repgosar","412397","62470","123491","21103","N00030771","/m/0czdqz0","H0AZ01259","https://gosar.house.gov",,true,"14","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:az/cd:9","2057 Rayburn House Office Building","202-225-2315","AZ","9",false,"0409",0,50,0,,"repgosar",,
"G000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000583.json","Josh","Gottheimer","1975-03-08","M","D","RepJoshG","RepJoshG","412714","9275683","169202","21723","N00036944","/g/120x5twv","H6NJ05171","https://gottheimer.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nj/cd:5","203 Cannon House Office Building","202-225-4465","NJ","5",false,"3405",0,50,0,,,,
"G000377","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000377.json","Kay","Granger","1943-01-18","F","R","RepKayGranger","RepKayGranger","400157","45709","334","29762","N00008799","/m/03tndx","H6TX12060","https://kaygranger.house.gov",,true,"28","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:12","2308 Rayburn House Office Building","202-225-5071","TX","12",false,"4812",0,50,0,,"RepKayGranger",,
"G000577","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000577.json","Garret","Graves","1972-01-31","M","R","RepGarretGraves","CongressmanGarretGraves","412631","9274609","155424","21523","N00036135","/m/012bxlbr","H4LA06153","https://garretgraves.house.gov","https://garretgraves.house.gov/rss.xml",true,"10","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:la/cd:6","2402 Rayburn House Office Building","202-225-3901","LA","6",false,"2206",0,50,0,,,,
"G000546","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000546.json","Sam","Graves","1963-11-07","M","R","RepSamGraves","118514606128","400158","89873","9425","20124","N00013323","/m/03tnfy","H0MO06073","https://graves.house.gov","https://graves.house.gov/rss.xml",true,"24","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:mo/cd:6","1135 Longworth House Office Building","202-225-7041","MO","6",false,"2906",0,46.67,3.33,,,,
"G000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000590.json","Mark","Green","1964-11-08","M","R","RepMarkGreen",,"412819",,"139030",,"N00041873","/m/09rx6jq","H8TN07076","https://markgreen.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:tn/cd:7","2446 Rayburn House Office Building","202-225-2811","TN","7",false,"4707",0,50,0,,,,
"G000553","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000553.json","Al","Green","1947-09-01","M","D","RepAlGreen","repalgreen","400653","1012969","49680","20529","N00026686","/m/02kn0_","H4TX09095","https://algreen.house.gov","https://algreen.house.gov/rss.xml",true,"20","2024",31,2,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:tx/cd:9","2347 Rayburn House Office Building","202-225-7508","TX","9",false,"4809",6.45,42.86,3.57,,"RepAlGreen",,
"G000596","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000596.json","Marjorie","Greene","1974-05-27","F","R","RepMTG",,"456814",,"189785",,"N00044701","/g/11fscs046n","H0GA06192","https://greene.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ga/cd:14","403 Cannon House Office Building","202-225-5211","GA","14",false,"1314",0,50,0,"Taylor",,,
"G000568","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000568.json","Morgan","Griffith","1958-03-15","M","R","RepMGriffith","RepMorganGriffith","412485","62766","5148","21191","N00032029","/m/025vdrq","H0VA09055","https://morgangriffith.house.gov","https://morgangriffith.house.gov/news/rss.aspx",true,"14","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:va/cd:9","2202 Rayburn House Office Building","202-225-3861","VA","9",false,"5109",0,46.67,3.33,,"RepMorganGriffith",,
"G000551","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000551.json","Raúl","Grijalva","1948-02-19","M","D","RepraulGrijalva","Rep.Grijalva","400162","1003551","28253","20305","N00025284","/m/024s1z","H2AZ07070","https://grijalva.house.gov",,true,"22","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:az/cd:7","1203 Longworth House Office Building","202-225-2435","AZ","7",false,"0407",0,46.67,3.33,"M.","raulgrijalvaaz07",,
"G000576","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000576.json","Glenn","Grothman","1955-07-03","M","R","RepGrothman","RepGrothman","412661","77282","3493","21559","N00036409","/m/02pnsk2","H4WI06048","https://grothman.house.gov",,true,"10","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:wi/cd:6","1511 Longworth House Office Building","202-225-2476","WI","6",false,"5506",0,50,0,,,,
"G000591","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000591.json","Michael","Guest","1970-02-04","M","R","RepMichaelGuest",,"412793",,,,"N00042458","/g/11gtc4dxpz","H8MS03125","https://guest.house.gov",,true,"6","2024",31,1,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ms/cd:3","450 Cannon House Office Building","202-225-5031","MS","3",false,"2803",3.23,48.28,0,,,,
"G000558","Representative","Rep.","https://api.propublica.org/congress/v1/members/G000558.json","Brett","Guthrie","1964-02-18","M","R","RepGuthrie","CongressmanGuthrie","412278","1031343","18829","20916","N00029675","/m/0411qqt","H8KY02031","https://guthrie.house.gov",,true,"16","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ky/cd:2","2434 Rayburn House Office Building","202-225-3501","KY","2",false,"2102",0,46.67,3.33,,"BrettGuthrie",,
