symbol,name,industry,supersector,sector,subsector,listingDate,issueShare,listedValue,marketCap
"STT","Saigon Tourist Transport Corporation","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","08/07/2011 00:00:00","8000000.0","14400000000.00","14312000000.0"
"STW","Soc Trang Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","06/07/2018 00:00:00","15863133.0","0","63452532000.0"
"SVC","Sai Gon General Service Corporation","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","21/12/2006 00:00:00","66630564.0","2991712323600.00","2991240873600.0"
"SVD","Vu Dang Investment & Trading Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","02/02/2021 00:00:00","27605908.0","82541664920.00","82541664920.0"
"SVG","Industrial Gas and Welding Electrode Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Diversified Industrials","06/04/2016 00:00:00","29350000.0","0","146750000000.0"
"SVH","Song Vang HydroPower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","28/12/2017 00:00:00","14820662.0","0","88923972000.0"
"SVI","Bien Hoa Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","22/12/2008 00:00:00","12832437.0","0","854640304200.0"
"SVN","Vexilla Viet Nam Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/07/2011 00:00:00","21000000.0","75600000000.00","75600000000.0"
"SVT","Sai Gon Vien Dong Technology Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Paper","05/10/2011 00:00:00","15053369.0","165587059000.00","171608406600.0"
"SWC","Southern Waterborne Transport Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","29/04/2011 00:00:00","67100000.0","1328580000000.00","1337705600000.0"
"SZB","Sonadezi Long Binh Share Holding Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","20/12/2019 00:00:00","30000000.0","801000000000.00","801000000000.0"
"SZC","Sonadezi Chau Duc Shareholding Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","15/01/2019 00:00:00","100000000.0","2900000000000.00","2900000000000.0"
"SZE","Sonadezi Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","09/12/2016 00:00:00","30000000.0","0","342000000000.0"
"SZG","Sonadezi Giang Dien Shareholding Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","27/12/2021 00:00:00","54898000.0","0","1784185000000.0"
"SZL","Sonadezi Long Thanh Shareholding Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","09/09/2008 00:00:00","20000000.0","970000000000.00","882258650000.0"
"TA3","386 Thanh An Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","05/01/2018 00:00:00","2309908.0","0","13166475600.0"
"TA6","Thanh An 665 Investment, Installation And Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/11/2017 00:00:00","3000000.0","0","41700000000.0"
"TA9","Thanh An 96 Construction and Installation Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","31/07/2015 00:00:00","12419787.0","152763380100.00","152763380100.0"
"TAN","Thuan An Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","10/06/2019 00:00:00","1613690.0","0","66161290000.0"
"TAR","Trung An Hi-tech Farming Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","20/02/2019 00:00:00","78319777.0","1049485011800.00","1049485011800.0"
"TAW","Trung An Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","29/07/2016 00:00:00","5000000.0","0","99500000000.0"
"TB8","VVMI - Manufacturing and Materials Equipment Trading Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","30/12/2016 00:00:00","1250000.0","0","11375000000.0"
"TBC","Thac Ba Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","19/10/2009 00:00:00","63500000.0","2028825000000.00","2028825000000.0"
"TBD","Dong Anh Electrical Equipment Corporation","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","15/10/2014 00:00:00","32486392.0","1679546466400.00","1676030866400.0"
"TBH","General Department Store Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","13/08/2021 00:00:00","93117800.0","679759940000.00","695310612600.0"
"TBR","Tan Binh Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","20/07/2022 00:00:00","8060000.0","0","49972000000.0"
"TBT","Bentre Transportation Works Contruction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","01/03/2010 00:00:00","1656470.0","0","6625880000.0"
"TBX","Thai Binh Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","18/11/2008 00:00:00","1510280.0","0","33679244000.0"
"TC6","Vinacomin - Coc Sau Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","26/06/2008 00:00:00","32496105.0","285965724000.00","285965724000.0"
"TCB","Vietnam Technological And Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","04/06/2018 00:00:00","3517238514.0","97779230689200.00","97779230689200.0"
"TCD","Transport and Industry Development Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/05/2017 00:00:00","244418304.0","1512949301760.00","1512949301760.0"
"TCH","Hoang Huy Investment Financial Services Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","05/10/2016 00:00:00","668215843.0","4851247020180.00","4851247020180.0"
"TCI","ThanhCong Securities Company","Financials","Financial Services","Financial Services","Investment Services","05/09/2018 00:00:00","100979982.0","706859874000.00","706758894018.0"
"TCJ","To Chau Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","24/11/2017 00:00:00","10000000.0","45000000000.00","45000000000.0"
"TCK","Construction Machinery Corporation - JSC","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","27/10/2017 00:00:00","23850000.0","0","93015000000.0"
"TCL","Tan Cang Logistics and Stevedoring Join Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","24/12/2009 00:00:00","30158436.0","1010307606000.00","1010307606000.0"
"TCM","Thanh Cong Textile Garment Investment Trading Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","15/10/2007 00:00:00","82047127.0","4291064742100.00","4285811207100.0"
"TCO","Duyen Hai Multi Modal Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","27/02/2012 00:00:00","18711000.0","146320020000.00","146320020000.0"
"TCR","Taicera Enterprise Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","29/12/2006 00:00:00","10373190.0","32364352800.00","141726443040.0"
"TCT","Tay Ninh Cable Car Tour Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","06/12/2006 00:00:00","12788000.0","401543200000.00","401543200000.0"
"TCW","Tan Cang Warehousing Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","26/06/2017 00:00:00","19991020.0","539757540000.00","540417243660.0"
"TDB","Dinh Binh Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","19/07/2017 00:00:00","8230000.0","0","329200000000.0"
"TDC","Binhduong Trade And Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","04/05/2010 00:00:00","100000000.0","989000000000.00","989000000000.0"
"TDF","Trung Do Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","12/05/2020 00:00:00","30000000.0","501000000000.00","501000000000.0"
"TDG","TDG Global Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","15/06/2017 00:00:00","16770000.0","61713600000.00","61713600000.0"
"TDH","Thu Duc Housing Development Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","14/12/2006 00:00:00","112652767.0","332325662650.00","332325662650.0"
"TDI","TDIGroup Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","29/12/2022 00:00:00","3000000.0","0","36000000000.0"
"TDM","Thu Dau Mot Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","01/04/2016 00:00:00","100000000.0","3675000000000.00","3675000000000.0"
"TDN","Vinacomin - Deo Nai Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","21/11/2008 00:00:00","29439097.0","300278789400.00","300278789400.0"
"TDP","Thuan Duc Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","12/11/2018 00:00:00","67435940.0","2218642426000.00","2218642426000.0"
"TDS","VNSTEEL - Thu Duc Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","06/10/2011 00:00:00","12225393.0","188271052200.00","188271052200.0"
"TDT","TDT Investment And Development Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","18/07/2018 00:00:00","23896534.0","191172272000.00","191172272000.0"
"TDW","Thu Duc Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","11/11/2010 00:00:00","8500000.0","0","368050000000.0"
"TED","Transport Engineering Design InCorporated","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","10/05/2022 00:00:00","12500000.0","450000000000.00","450000000000.0"
"TEG","Truong Thanh Energy and Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","22/12/2015 00:00:00","65591772.0","567368827800.00","567368827800.0"
"TEL","Telecommunication Project Construction Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/09/2017 00:00:00","5000000.0","0","36000000000.0"
"TET","Northern Textiles And Garments Joint Stock Company (TEXTACO)","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","28/04/2010 00:00:00","5702940.0","0","172799082000.0"
"TFC","Trang Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","03/12/2015 00:00:00","16829994.0","0","107711961600.0"
"TGG","Louis Capital Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","25/05/2018 00:00:00","27299990.0","92000966300.00","92000966300.0"
"TGP","Truong Phu Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","24/06/2009 00:00:00","10000000.0","0","52960250000.0"
"TH1","The Vietnam National General Export - Import Joint Stock Company No.1","Consumer Services","Retail","Food & Drug Retailers","Food Retailers & Wholesalers","11/11/2009 00:00:00","13539267.0","64988481600.00","64988284800.0"
"THB","Ha Noi - Thanh Hoa Beer Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Brewers","19/11/2008 00:00:00","11424570.0","0","137094840000.0"
"THD","Thaiholdings Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","19/06/2020 00:00:00","350000000.0","13825000000000.00","13825000000000.0"
"THG","Tien Giang Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/07/2011 00:00:00","19963893.0","860443788300.00","860443788300.0"
"THI","Electrical Equipment Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","15/06/2017 00:00:00","48800000.0","1220000000000.00","1220000000000.0"
"THN","Thanh Hoa Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","05/10/2017 00:00:00","32995411.0","0","122083020700.0"
"THP","Thuan Phuoc Seafoods and trading corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","18/11/2019 00:00:00","21611185.0","0","233396478000.0"
"THS","Song Da Thanh Hoa Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","12/11/2013 00:00:00","3000000.0","55500000000.00","49950000000.0"
"THT","Vinacomin - Ha Tu Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","24/10/2008 00:00:00","24569052.0","302199339600.00","302199339600.0"
"THU","Thanh Hoa Urban Construction and Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","06/06/2017 00:00:00","3297790.0","0","32318342000.0"
"THW","Tan Hoa Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","01/03/2016 00:00:00","5000000.0","41500000000.00","41983200000.0"
"TID","Tin Nghia Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","12/12/2018 00:00:00","200000000.0","5260000000000.00","5061000000000.0"
"TIE","Telecommunications Industry Electronics Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","11/12/2009 00:00:00","9569900.0","0","24881740000.0"
"TIG","ThangLong Investment Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","08/10/2010 00:00:00","176006485.0","1566457716500.00","1566457716500.0"
"TIN","","","","","","","0","0","690571009044.0"
"TIP","Tin Nghia Industrial Park Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","06/06/2016 00:00:00","65007857.0","1124635926100.00","1124635926100.0"
"TIS","Thai Nguyen Iron and Steel Joint Stock Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","24/03/2011 00:00:00","184000000.0","883200000000.00","894186054000.0"
"TIX","Tan Binh Import - Export Joint Stock Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","25/11/2009 00:00:00","30000000.0","0","1050000000000.0"
"TJC","Transport and Trading service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","17/12/2007 00:00:00","8600000.0","134160000000.00","134160000000.0"
"TKA","Tan Khanh An Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","03/06/2020 00:00:00","3800000.0","0","34580000000.0"
"TKC","Tanky Construction Real Estate Trading Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","01/12/2009 00:00:00","15674712.0","36051837600.00","34556837600.0"
"TKG","Tung Khanh Trading and Manufacturing Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","09/04/2021 00:00:00","6315312.0","83993649600.00","83993649600.0"
"TKU","Tung Kuang Industrial Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Aluminum","26/06/2006 00:00:00","6596372.0","0","511436376000.0"
"TL4","Hydraulics Construction Corporation No.4 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","04/02/2015 00:00:00","16008338.0","96050028000.00","86528169214.0"
"TLD","Thang Long Urban Development and Construction Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","07/12/2017 00:00:00","74752586.0","246683533800.00","246683533800.0"
"TLG","Thien Long Group Corporation","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Nondurable Household Products","26/03/2010 00:00:00","77794453.0","3928619876500.00","3928619876500.0"
"TLH","Tienlen Steel Corporation Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","16/03/2010 00:00:00","102110621.0","719879878050.00","719879878050.0"
"TLI","Thang Loi International Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","25/01/2019 00:00:00","3000000.0","0","26400000000.0"
"TLP","Thanh Le Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","08/12/2017 00:00:00","236600000.0","1656200000000.00","1656059300000.0"
"TLT","Viglacera ThangLong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","08/12/2006 00:00:00","6989800.0","0","143989880000.0"
"TMB","Vinacomin - Northern Coal Trading Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","16/01/2017 00:00:00","15000000.0","396000000000.00","396000000000.0"
"TMC","Thu Duc Trading and Import Export Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","26/12/2006 00:00:00","12400000.0","0","136400000000.0"
"TMG","Vimico - Thai Nguyen Non Ferrous Metal Joint Stock Company ","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","07/02/2017 00:00:00","18000000.0","811800000000.00","839052000000.0"
"TMP","Thac Mo Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","18/06/2009 00:00:00","70000000.0","3766000000000.00","3766000000000.0"
"TMS","Transimex Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","04/08/2000 00:00:00","105871548.0","5664127818000.00","6512995091000.0"
"TMT","TMT Motors Corporation","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","22/01/2010 00:00:00","37287680.0","481011072000.00","479413740000.0"
"TMW","Tan Mai General Wood Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","23/12/2009 00:00:00","4662350.0","0","59211845000.0"
"TMX","VICEM Cement Trading Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","02/11/2009 00:00:00","6000000.0","0","51000000000.0"
"TN1","TNS Holdings Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","30/05/2019 00:00:00","43188087.0","734197479000.00","734197479000.0"
"TNA","Thien Nam Trading Import-Export Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","20/07/2005 00:00:00","49576264.0","302415210400.00","299326364800.0"
"TNB","VNSTEEL - Nha Be Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","16/04/2010 00:00:00","14490000.0","192717000000.00","192715364100.0"
"TNC","Thong Nhat Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","22/08/2007 00:00:00","19250000.0","0","1143450000000.0"
"TNG","TNG Investment And Trading Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","22/11/2007 00:00:00","105117758.0","1850072540800.00","1850072540800.0"
"TNH","Thai Nguyen International Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","06/01/2021 00:00:00","51874998.0","1968656174100.00","1968656174100.0"
"TNI","Thanh Nam Group Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","29/05/2017 00:00:00","52500000.0","154350000000.00","154350000000.0"
"TNM","Tranimexco Transportation Import-Export and Construction Joint-Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","27/10/2009 00:00:00","5800000.0","0","20254640000.0"
"TNP","Thi Nai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","23/12/2016 00:00:00","7100000.0","134900000000.00","175064700000.0"
"TNS","Thongnhat Flat Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","06/01/2017 00:00:00","20000000.0","58000000000.00","59360000000.0"
"TNT","TNT Group Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","21/05/2010 00:00:00","51000000.0","197370000000.00","197370000000.0"
"TNW","Thai Nguyen Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","26/05/2017 00:00:00","16000000.0","0","105600000000.0"
"TOP","Top One Allot Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","23/07/2015 00:00:00","25350000.0","32955000000.00","32955000000.0"
"TOS","Tan Cang Offshore Services Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","08/09/2021 00:00:00","30999886.0","929996580000.00","930337578746.0"
"TOT","Transimex Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","17/07/2017 00:00:00","5495000.0","60445000000.00","60445000000.0"
"TOW","Tra Noc - O Mon Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","25/01/2019 00:00:00","7978150.0","0","115681739500.0"
"TPB","Tien Phong Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","19/04/2018 00:00:00","1581755495.0","37724868555750.00","37724868555750.0"
"TPC","Tan Dai Hung Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","28/11/2007 00:00:00","24430596.0","174923067360.00","161221404960.0"
"TPH","Hanoi Textbooks Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","15/12/2006 00:00:00","2095985.0","0","30391782500.0"
"TPP","Tan Phu Viet Nam Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","26/09/2008 00:00:00","45000000.0","0","427500000000.0"
"TPS","Sai Gon Transporation Parking Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","01/12/2015 00:00:00","5000000.0","0","81000000000.0"
"TQN","Quang Ninh Pine Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","08/02/2017 00:00:00","3600000.0","0","92519486000.0"
"TQW","Tuyen Quang Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","14/06/2019 00:00:00","8933200.0","0","82185440000.0"
"TR1","Traco Transport Joint Stock Corporation No.1","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","24/08/2020 00:00:00","4592490.0","0","45924900000.0"
"TRA","Traphaco Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","26/11/2008 00:00:00","41453673.0","3892499894700.00","3892205706000.0"
"TRC","Tay Ninh Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","24/07/2007 00:00:00","30000000.0","840000000000.00","815500000000.0"
"TRS","Tracimexco - Supply Chains and Agency Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","18/09/2015 00:00:00","4548413.0","127355564000.00","127016764000.0"
"TRT","RedstarCera Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","16/03/2017 00:00:00","11000000.0","110000000000.00","109727680000.0"
"TS3","Truong Son 532 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","19/01/2018 00:00:00","3851880.0","0","16563084000.0"
"TS4","Seafood Joint Stock Company No 4","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","08/08/2002 00:00:00","16160646.0","21008839800.00","20883123794.0"
"TSB","Tia Sang Battery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","19/01/2011 00:00:00","6745480.0","269819200000.00","269819200000.0"
"TSC","Techno - Agricultural Supplying Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","04/10/2007 00:00:00","196858925.0","708692130000.00","708692130000.0"
"TSD","Truong Son Tourism Joint Stock Company Ceocco","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","10/01/2018 00:00:00","1300000.0","0","7516600000.0"
"TSG","Sai Gon Railway of Telecommunication - Signalization Joint Stock Company ","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","18/04/2017 00:00:00","3074100.0","0","32585460000.0"
"TSJ","Hanoi Tourist Service Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","01/08/2017 00:00:00","74800000.0","0","1645542800000.0"
"TST","Telecommunication Technical Service Joint Stock Company","Technology","Technology","Software & Computer Services","Computer Services","13/12/2007 00:00:00","4800000.0","0","50400000000.0"
"TTA","Truong Thanh Development and Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","18/09/2020 00:00:00","157462937.0","1539987523860.00","1539987523860.0"
"TTB","Tien Bo Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","26/01/2015 00:00:00","101509583.0","412128906980.00","412128906980.0"
"TTC","Thanh Thanh Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","08/08/2006 00:00:00","5992348.0","86289811200.00","85543603200.0"
"TTD","Tam Duc Cardiology Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","06/02/2017 00:00:00","15552000.0","1119744000000.00","1119744000000.0"
"TTE","Truong Thinh Energy Investment Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","10/12/2018 00:00:00","28490400.0","0","349007400000.0"
"TTF","Truong Thanh Furniture Corporation","Basic Materials","Basic Resources","Forestry & Paper","Forestry","18/02/2008 00:00:00","393548302.0","1715870596720.00","1723672293060.0"
"TTG","Thanh Tri Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","02/02/2010 00:00:00","2000000.0","0","10140000000.0"
"TTH","Tien Thanh Service and Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Apparel Retailers","26/10/2016 00:00:00","37374846.0","74749692000.00","74749692000.0"
"TTL","Thang Long Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","18/01/2018 00:00:00","41908000.0","0","410166260000.0"
"TTN","Viet Nam Technology & Telecommunication Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","19/04/2017 00:00:00","36727500.0","304838250000.00","303883335000.0"
"TTP","Tan Tien Plastic Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","05/12/2006 00:00:00","14999998.0","0","567746340000.0"
"TTS","Thai Trung Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","17/05/2017 00:00:00","50800000.0","0","274320000000.0"
"TTT","Tay Ninh Tourist - Trading Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","02/06/2017 00:00:00","4570210.0","291579398000.00","291579398000.0"
"TTZ","Tien Trung Investment Construction and Technology Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","29/01/2013 00:00:00","7570444.0","0","13626799200.0"
"TUG","Haiphong Tugboat and Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","21/02/2017 00:00:00","2700000.0","0","43740000000.0"
"TV1","Power Engineering Consulting Joint Stock Company 1","Industrials","Industrial Goods & Services","Support Services","Business Support Services","23/09/2010 00:00:00","26691319.0","317626696100.00","319842075577.0"
"TV2","Power Engineering Consulting Joint Stock Company 2","Industrials","Industrial Goods & Services","Support Services","Business Support Services","13/10/2009 00:00:00","67526165.0","1512586096000.00","1512586096000.0"
"TV3","Power Engineering Consulting Joint Stock Company 3","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","01/12/2009 00:00:00","9517303.0","152276848000.00","152276624000.0"
"TV4","Power Engineering Consulting Joint Stock Company 4","Industrials","Industrial Goods & Services","Support Services","Business Support Services","22/07/2008 00:00:00","19846016.0","257998208000.00","257159409000.0"
"TV6","Thinh Vuong Power Construction Trading and Investment Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","21/05/2021 00:00:00","3000000.0","7500000000.00","7500000000.0"
"TVA","Viglacera Thanh Tri Sanitary Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","11/04/2017 00:00:00","6300000.0","73080000000.00","73080000000.0"
"TVB","Tri Viet Securities Joint Stock Corporation","Financials","Financial Services","Financial Services","Investment Services","18/06/2015 00:00:00","112097019.0","437178374100.00","434936433720.0"
"TVC","Tri Viet Asset Management Corporation Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","23/09/2014 00:00:00","118610670.0","569331216000.00","569331216000.0"
"TVD","Vang Danh Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","11/01/2011 00:00:00","44962864.0","678939246400.00","678939246400.0"
