"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","youtube_account","govtrack_id","icpsr_id","google_entity_id","fec_candidate_id","url","in_office","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","cspan_id","facebook_account","votesmart_id","crp_id","rss_url","suffix","leadership_role"
"C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","Chabot","1953-01-22","M","R","RepSteveChabot","congressmanchabot","400071","29550","/m/0343vk","","https://chabot.house.gov",false,"14",1873,14,2,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:oh/cd:1","OH","1",false,"3901",0.75,92.91,7.65,"J.","36705","RepSteveChabot","21790","N00003689",,,
"C001058","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001058.json","Ben","Chandler","1959-09-12","M","D",,,"400442","20326","/m/02tvfc","","",false,"6",1873,32,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ky/cd:6","KY","6",false,"2106",1.71,95.86,4.69,,"1007734",,,,,,
"C001074","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001074.json","Travis","Childers","1958-03-29","M","D",,"CongressmanChilders","412262",,,"","",false,"2",356,2,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ms/cd:1","MS","1",false,"2801",0.56,83,17,"W.","1028265",,,,,,
"C000380","Delegate","Del.","https://api.propublica.org/congress/v1/members/C000380.json","Donna","Christensen","1945-09-19","F","D","DelegateDonna","delegatedonna","400073","70501",,"","http://donnachristensen.house.gov",false,"12",471,57,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:vi/cd:79","VI","At-Large",true,"7898",12.1,95.83,4.41,"M.C.","48879","138013351189",,,,,
"C001067","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001067.json","Yvette","Clarke","1964-11-21","F","D","RepYvetteClarke","repyvetteclarke","412221","20733","/m/06h90t","","https://clarke.house.gov",false,"2",1873,173,4,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:ny/cd:11","NY","11",false,"3611",9.24,97.91,2.63,"D.","1022875","repyvettedclarke","44741","N00026961","https://clarke.house.gov/category/press-releases/feed/",,
"C001049","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001049.json","William","Clay","1956-07-27","M","D",,"WilliamLacyClay","400074","20147","/m/024vjr","","https://lacyclay.house.gov",false,"8",1873,85,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mo/cd:1","MO","1",false,"2901",4.54,97.5,3.01,"Lacy","88332","109135405838588","8967","N00012460","https://lacyclay.house.gov/rss.xml",,
"C001061","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001061.json","Emanuel","Cleaver","1944-10-26","M","D","RepCleaver","repcleaver","400639","20517","/m/04cbbm","","https://cleaver.house.gov",false,"4",1873,53,2,"2021-03-02 02:35:28 -0500","ocd-division/country:us/state:mo/cd:5","MO","5",false,"2905",2.83,98.61,1.9,,"10933","emanuelcleaverii","39507","N00026790","https://cleaver.house.gov/rss.xml","II",
"C000537","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000537.json","James","Clyburn","1940-07-21","M","D","WhipClyburn","repjamesclyburn","400075","39301","/m/03c469","","https://clyburn.house.gov",false,"16",1873,33,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:sc/cd:6","SC","6",false,"4506",1.76,98.4,2.15,"E.","21607","jameseclyburn","27066","N00002408",,,
"C000556","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000556.json","Howard","Coble","1931-03-18","M","R","HowardCoble",,"400076","15092","/m/0263k5","","http://coble.house.gov",false,"24",1873,83,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:nc/cd:6","NC","6",false,"3706",4.43,92.59,7.98,,"6961","HowardCoble6",,,,,
"C001068","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001068.json","Steve","Cohen","1949-05-24","M","D","RepCohen","repcohen","412236","20748","/m/04l8cr","","https://cohen.house.gov",false,"2",1873,26,3,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tn/cd:9","TN","9",false,"4709",1.39,98.24,2.31,,"1022876","CongressmanSteveCohen","24340","N00003225","https://cohen.house.gov/rss.xml",,
"C001053","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001053.json","Tom","Cole","1949-04-28","M","R","TomColeOK04","reptomcole","400077","20344","/m/03tqb0","","https://cole.house.gov",false,"6",1873,60,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ok/cd:4","OK","4",false,"4004",3.2,95.7,4.7,,"1003609","TomColeOK04","46034","N00025726","https://cole.house.gov/rss.xml",,
"C001062","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001062.json","K.","Conaway","1948-06-11","M","R","ConawayTX11","mikeconaway11","400655","20531","/m/04cmt7","","https://conaway.house.gov",false,"4",1873,85,5,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tx/cd:11","TX","11",false,"4811",4.54,92.75,7.71,"Michael","1004595","mike.conaway","49935","N00026041",,,
"C000714","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000714.json","John","Conyers","1929-05-16","M","D","RepJohnConyers","JCMI14","400080","10713","/m/02hy5d","","https://conyers.house.gov/",false,"44",1873,136,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mi/cd:14","MI","14",false,"2614",7.26,97.66,2.93,,"1824","CongressmanConyers","26904","N00004029",,"Jr.",
"C000754","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000754.json","Jim","Cooper","1954-06-19","M","D","RepJimCooper","RepJimCooper","400081","15019","/m/03tm2p","","https://cooper.house.gov",false,"6",1873,56,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:tn/cd:5","TN","5",false,"4705",2.99,91.33,9.23,,"1201","JimCooper","48891","N00003132","https://cooper.house.gov/rss.xml",,
"C001059","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001059.json","Jim","Costa","1952-04-13","M","D","RepJimCosta","RepJimCostaCA20","400618","20501","/m/04chm2","","https://costa.house.gov",false,"4",1873,84,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ca/cd:20","CA","20",false,"0620",4.48,96.09,4.37,,"19599","RepJimCosta","3577","N00026341","https://costa.house.gov/rss.xml",,
"C000794","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000794.json","Jerry","Costello","1949-09-25","M","D","jerrycostello",,"400082","15452",,"","",false,"22",1873,85,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:il/cd:12","IL","12",false,"1712",4.54,95.96,4.6,"F.","6352",,,,,,
"C001069","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001069.json","Joe","Courtney","1953-04-06","M","D","RepJoeCourtney","repcourtney","412193","20706","/m/0700nd","","https://courtney.house.gov",false,"2",1873,11,0,"2021-03-02 02:35:29 -0500","ocd-division/country:us/state:ct/cd:2","CT","2",false,"0902",0.59,98.91,1.64,,"1021284","joecourtney","30333","N00024842","https://courtney.house.gov/rss.xml",,
"C000868","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000868.json","Robert","Cramer","1947-08-22","M","D",,,"400084","15811",,"","",false,"18",1873,122,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:al/cd:5","AL","5",false,"0105",6.51,94.84,5.68,"E.",,,,,,,
"C001045","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001045.json","Ander","Crenshaw","1944-09-01","M","R","AnderCrenshaw","RepAnderCrenshaw","400086","20111","/m/0251y2","","https://crenshaw.house.gov",false,"8",1873,155,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:fl/cd:4","FL","4",false,"1204",8.28,95.71,4.77,,"1007679","200388204657",,,,,
"C001038","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001038.json","Joseph","Crowley","1962-03-16","M","D","RepJoeCrowley","RepJoeCrowley","400087","29925","/m/03v10s","","https://crowley.house.gov",false,"10",1873,34,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ny/cd:7","NY","7",false,"3607",1.82,98.45,2.1,,"57880","repjoecrowley","4295","N00001127",,,
"C000962","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000962.json","Barbara","Cubin","1946-11-30","F","R",,,"400088","29584",,"","",false,"14",1873,920,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:wy/cd:1","WY","At-Large",true,"5600",49.12,93.07,7.26,"L.",,,,,,,
"C001063","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001063.json","Henry","Cuellar","1955-09-19","M","D","RepCuellar","henrycuellar","400657","20533","/m/04clj6","","https://cuellar.house.gov",false,"4",1873,38,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:tx/cd:28","TX","28",false,"4828",2.03,94.08,6.42,,"1013062","152569121550","5486","N00024978","https://cuellar.house.gov/news/rss.aspx",,
"C001048","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001048.json","John","Culberson","1956-08-24","M","R","CongCulberson","johnculbersontx07","400089","20139","/m/03sfhc","","https://culberson.house.gov",false,"8",1873,142,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tx/cd:7","TX","7",false,"4807",7.58,93.61,6.75,,"88078",,"5488","N00009738",,,
"C000984","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000984.json","Elijah","Cummings","1951-01-18","M","D","RepCummings","ElijahECummings","400090","29587","/m/025k9h","","https://cummings.house.gov",false,"14",1873,69,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:md/cd:7","MD","7",false,"2407",3.68,99.44,1.07,"E.","43300","elijahcummings","345","N00001971","https://cummings.house.gov/rss.xml",,
"D000602","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000602.json","Artur","Davis","1967-10-09","M","D","ArturDavis",,"400092","20302","/m/024p15","","",false,"6",1873,32,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:al/cd:7","AL","7",false,"0107",1.71,97.58,2.92,,"1002463",,,,,,
"D000096","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000096.json","Danny","Davis","1941-09-06","M","D","RepDannyDavis","dannykdavis07","400093","29717","/m/0256k7","","https://davis.house.gov",false,"12",1873,96,0,"2021-03-02 02:35:30 -0500","ocd-division/country:us/state:il/cd:7","IL","7",false,"1707",5.13,98.29,2.23,"K.","44325","CongressmanDKDavis","233","N00004884",,,
"D000603","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000603.json","Geoff","Davis","1958-10-26","M","R","RepGeoffDavis","CongressmanDavis","400633","20511","/m/04bb6_","","",false,"4",1873,81,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ky/cd:4","KY","4",false,"2104",4.32,94.96,5.61,,"1011405",,,,,,
"D000136","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000136.json","Thomas","Davis","1949-01-05","M","R",,,"400098","29576",,"","",false,"14",1866,126,4,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:va/cd:11","VA","11",false,"5111",6.75,87.26,13.27,"M.",,,,,,,
"D000606","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000606.json","David","Davis","1959-11-06","M","R",,,"412235","20747",,"","",false,"2",1873,33,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tn/cd:1","TN","1",false,"4701",1.76,95.47,5.09,,,,,,,,
"D000597","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000597.json","Jo Ann","Davis","1950-06-29","F","R",,,"400095","20141",,"","",false,"8",948,814,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:va/cd:1","VA","1",false,"5101",85.87,94.7,5.3,"S.",,,,,,,
"D000598","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000598.json","Susan","Davis","1944-04-13","F","D","RepSusanDavis","RepSusanADavis","400097","20108","/m/024xs5","","https://susandavis.house.gov",false,"8",1873,22,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:53","CA","53",false,"0653",1.17,99.12,1.43,"A.","85595","RepSusanDavis","8168","N00009604",,,
"D000599","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000599.json","Lincoln","Davis","1943-09-13","M","D",,,"400096","20350","/m/02637y","","",false,"6",1873,74,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tn/cd:4","TN","4",false,"4704",3.95,93.46,6.99,,"1003615",,,,,,
"D000168","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000168.json","Nathan","Deal","1942-08-25","M","R",,,"400099","29342","/m/0255js","","",false,"16",1873,88,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ga/cd:9","GA","9",false,"1309",4.7,92.38,8.2,,,,,,,,
"D000191","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000191.json","Peter","DeFazio","1947-05-27","M","D","RepPeterDeFazio","PeterDeFazio","400100","15410","/m/033ttx","","https://defazio.house.gov",false,"22",1873,51,2,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:or/cd:4","OR","4",false,"4104",2.72,95.43,5.07,"A.","6068","RepPeterDeFazio","27037","N00007781","https://defazio.house.gov/rss.xml",,
"D000197","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000197.json","Diana","DeGette","1957-07-29","F","D","RepDianaDeGette","RepDianaDeGette","400101","29710","/m/024z95","","https://degette.house.gov",false,"12",1873,97,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:co/cd:1","CO","1",false,"0801",5.18,99.37,1.2,,"90293","DianaDeGette","561","N00006134","https://degette.house.gov/rss.xml",,
"D000210","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000210.json","Bill","Delahunt","1941-07-18","M","D",,"repdelahunt","400102","29731","/m/028vt9","","",false,"12",1873,148,9,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ma/cd:10","MA","10",false,"2510",7.9,97.54,2.69,,"46620",,,,,,
"D000216","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000216.json","Rosa","DeLauro","1943-03-02","F","D","RosaDeLauro","rosadelauro","400103","29109","/m/024zn0","","https://delauro.house.gov",false,"18",1873,42,0,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:ct/cd:3","CT","3",false,"0903",2.24,99.61,0.94,,"19040","CongresswomanRosaDeLauro","26788","N00000615","https://delauro.house.gov/rss.xml",,
"D000604","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000604.json","Charlie","Dent","1960-05-24","M","R","RepCharlieDent","CongressmanDent","400648","20526","/m/04fcm3","","https://dent.house.gov",false,"4",1873,5,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:pa/cd:15","PA","15",false,"4215",0.27,86.23,14.33,,"1011395","CongressmanDent","9121","N00026171",,,
"D000600","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000600.json","Mario","Diaz-Balart","1961-09-25","M","R","MarioDB","MarioDiazBalart","400108","20316","/m/02536z","","https://mariodiazbalart.house.gov",false,"6",1873,50,1,"2021-03-02 02:35:31 -0500","ocd-division/country:us/state:fl/cd:25","FL","25",false,"1225",2.67,89.78,10.78,,"1003562","mdiazbalart","24312","N00025337","https://mariodiazbalart.house.gov/rss.xml",,
"D000299","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000299.json","Lincoln","Diaz-Balart","1954-08-13","M","R",,,"400107","29336","/m/023p6h","","",false,"16",1873,68,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:fl/cd:21","FL","21",false,"1221",3.63,89.1,11.47,,"25887",,,,,,
"D000327","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000327.json","Norman","Dicks","1940-12-16","M","D","RepNormDicks","RepNormDicks","400109","14413",,"","",false,"32",1873,97,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:wa/cd:6","WA","6",false,"5306",5.18,98.52,1.94,"D.","8131",,,,,,
"D000355","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000355.json","John","Dingell","1926-07-08","M","D","John_Dingell",,"400110","2605","/m/0226cw","","http://dingell.house.gov",false,"54",1873,87,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mi/cd:15","MI","15",false,"2615",4.64,97.73,2.73,"D.","470","johndingell",,,,,
"D000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000399.json","Lloyd","Doggett","1946-10-06","M","D","RepLloydDoggett","doggett","400111","29571","/m/03flzn","","https://doggett.house.gov",false,"14",1873,71,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:tx/cd:25","TX","25",false,"4825",3.79,98.31,2.26,,"36810","lloyddoggett","21689","N00006023","https://doggett.house.gov/rss.xml",,
"D000607","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000607.json","Joe","Donnelly","1955-09-28","M","D","SenDonnelly","sendonnelly","412205","20717","/m/0gmx64","","https://www.donnelly.senate.gov",false,"2",1873,7,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:in/cd:2","IN","2",false,"1802",0.37,87.15,13.39,,"1012000","senatordonnelly","34212","N00026586",,,
"D000429","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000429.json","John","Doolittle","1950-10-30","M","R",,,"400113","15815",,"","",false,"18",1873,128,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:4","CA","4",false,"0604",6.83,91.31,9.1,"T.",,,,,,,
"D000482","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000482.json","Mike","Doyle","1953-08-05","M","D","USRepMikeDoyle","CongressmanDoyle","400114","29561","/m/03tqjg","","https://doyle.house.gov",false,"14",1873,150,8,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:pa/cd:14","PA","14",false,"4214",8.01,98.24,2.11,,"36774","usrepmikedoyle","21853","N00001373","https://doyle.house.gov/rss.xml",,
"D000605","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000605.json","Thelma","Drake","1949-11-20","F","R",,,"400658","20534",,"","",false,"4",1873,24,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:va/cd:2","VA","2",false,"5102",1.28,97.5,3,"D.",,,,,,,
"D000492","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000492.json","David","Dreier","1952-07-05","M","R",,"RepDavidDreier","400115","14813","/m/024thx","","",false,"28",1873,46,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:26","CA","26",false,"0626",2.46,95.27,5.3,,,,,,,,
"D000533","Representative","Rep.","https://api.propublica.org/congress/v1/members/D000533.json","John","Duncan","1947-07-21","M","R","RepJohnDuncanJr","RepJohnDuncan","400116","15455","/m/0450rl","","https://duncan.house.gov",false,"22",1873,13,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tn/cd:2","TN","2",false,"4702",0.69,89.04,11.46,"J.","6114","CongressmanDuncan","27069","N00003209",,"Jr.",
"E000290","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000290.json","Donna","Edwards","1958-06-28","F","D","RepDonnaEdwards","RepDonnaFEdwards","412263","20763","/m/0dr_x8","","http://donnaedwards.house.gov",false,"2",262,3,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:md/cd:4","MD","4",false,"2404",1.15,97.3,2.7,,"38535","107297211756",,,,,
"E000063","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000063.json","Chet","Edwards","1951-11-24","M","D",,"ChetEdwardsTexas","400118","15816","/m/03fmkq","","",false,"18",1873,79,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:tx/cd:17","TX","17",false,"4817",4.22,96.83,3.74,,"20693",,,,,,
"E000092","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000092.json","Vernon","Ehlers","1934-02-06","M","R",,"CongressmanEhlers","400119","29362","/m/02pfscc","","",false,"16",1873,45,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mi/cd:3","MI","3",false,"2603",2.4,86.41,14.15,"J.",,,,,,,
"E000288","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000288.json","Keith","Ellison","1963-08-04","M","D","keithellison","RepKeithEllison","412215","20727","/m/0dlwms","","https://ellison.house.gov",false,"2",1873,84,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mn/cd:5","MN","5",false,"2705",4.48,97.5,3.07,,"1022556","Keith.Ellison","38982","N00028257",,,
"E000289","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000289.json","Brad","Ellsworth","1958-09-11","M","D",,,"412206","20718",,"","",false,"2",1873,8,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:in/cd:8","IN","8",false,"1808",0.43,88.51,12.04,,"1021550",,,,,,
"E000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000287.json","Rahm","Emanuel","1959-11-29","M","D",,,"400120","20323",,"","",false,"6",1873,67,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:il/cd:5","IL","5",false,"1705",3.58,99.27,1.29,,"26079",,,,,,
"E000172","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000172.json","Jo Ann","Emerson","1950-09-16","F","R",,"USRepJoAnnEmerson","400121","29736","/m/03tnqk","","",false,"14",1873,48,5,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:mo/cd:8","MO","8",false,"2908",2.56,87.77,12.68,,"46627",,,,,,
"E000179","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000179.json","Eliot","Engel","1947-02-18","M","D","RepEliotEngel","engel2161","400122","15603","/m/03tt1r","","https://engel.house.gov",false,"20",1873,247,1,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:ny/cd:17","NY","17",false,"3617",13.19,98.63,1.68,"L.","6109","RepEliotLEngel","26972","N00001003",,,
"E000187","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000187.json","Phil","English","1956-06-20","M","R",,,"400123","29563",,"","",false,"14",1873,55,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:pa/cd:3","PA","3",false,"4203",2.94,87.59,12.8,,,,,,,,
"E000215","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000215.json","Anna","Eshoo","1942-12-13","F","D","RepAnnaEshoo","RepAnnaEshoo","400124","29312","/m/024t6x","","https://eshoo.house.gov",false,"16",1873,35,0,"2021-03-02 02:35:32 -0500","ocd-division/country:us/state:ca/cd:14","CA","14",false,"0614",1.87,99.28,1.27,"G.","26130","RepAnnaEshoo","26741","N00007335",,,
"E000226","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000226.json","Bob","Etheridge","1941-08-07","M","D",,,"400125","29745","/m/028s47","","",false,"12",1873,14,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:nc/cd:2","NC","2",false,"3702",0.75,98.09,2.46,,"45577",,,,,,
"E000268","Representative","Rep.","https://api.propublica.org/congress/v1/members/E000268.json","Terry","Everett","1937-02-15","M","R",,,"400127","29300",,"","",false,"16",1873,147,5,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:al/cd:2","AL","2",false,"0102",7.85,94.16,6.44,,,,,,,,
"F000010","Delegate","Del.","https://api.propublica.org/congress/v1/members/F000010.json","Eni","Faleomavaega","1943-08-15","M","D","EFaleomavaega",,"400128","15651","/m/01s_hc","","http://faleomavaega.house.gov",false,"20",471,233,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:as/cd:79","AS","At-Large",true,"6098",49.47,96.57,3.86,"F. H.","6713","617466718276952",,,,,
"F000453","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000453.json","Mary","Fallin","1954-12-09","F","R","RepMaryFallin","RepMaryFallin","412230","20742","/m/06q20f","","",false,"2",1873,22,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ok/cd:5","OK","5",false,"4005",1.17,97.23,3.27,,,,,,,,
"F000030","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000030.json","Sam","Farr","1941-07-04","M","D","RepSamFarr","CongressmanSamFarr","400129","29313","/m/024t9w","","http://farr.house.gov",false,"16",1873,46,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:17","CA","17",false,"0617",2.46,98.5,1.94,,"30645","RepSamFarr",,,,,
"F000043","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000043.json","Chaka","Fattah","1956-11-21","M","D","ChakaFattah","ChakaFattah","400130","29559","/m/03dsph","","http://fattah.house.gov",false,"14",1873,193,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:pa/cd:2","PA","2",false,"4202",10.3,99.27,1.33,,"36763","repfattah",,,,,
"F000447","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000447.json","Tom","Feeney","1958-05-21","M","R",,,"400131","20315",,"","",false,"6",1873,143,1,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:fl/cd:24","FL","24",false,"1224",7.63,92.87,7.61,"C.",,,,,,,
"F000443","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000443.json","Michael","Ferguson","1970-06-22","M","R",,,"400132","20127",,"","",false,"8",1873,149,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:nj/cd:7","NJ","7",false,"3407",7.96,83.82,16.72,,,,,,,,
"F000116","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000116.json","Bob","Filner","1942-09-04","M","D","CongBobFilner",,"400133","29325","/m/024xqt","","",false,"16",1873,62,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ca/cd:51","CA","51",false,"0651",3.31,96.69,3.87,,"26133",,,,,,
"F000444","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000444.json","Jeff","Flake","1962-12-31","M","R","JeffFlake","flakeoffice","400134","20100","/m/024p7j","","https://www.flake.senate.gov/public",false,"8",1873,57,2,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:az/cd:6","AZ","6",false,"0406",3.04,84.68,15.89,,"87582","senatorjeffflake","28128","N00009573",,,
"F000445","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000445.json","J.","Forbes","1952-02-17","M","R","Randy_Forbes","RepRandyForbes","400137","20143","/m/026gv8q","","http://forbes.house.gov",false,"8",1873,87,3,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:va/cd:4","VA","4",false,"5104",4.64,96.26,4.25,"Randy","89584","randyforbes",,,,,
"F000449","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000449.json","Jeff","Fortenberry","1960-12-27","M","R","JeffFortenberry","JeffFortenberry","400640","20518","/m/04fcch","","https://fortenberry.house.gov",false,"4",1873,63,1,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:ne/cd:1","NE","1",false,"3101",3.36,88.91,11.65,,"1013049","jefffortenberry","41929","N00026631","https://fortenberry.house.gov/rss.xml",,
"F000452","Resident Commissioner","R.C.","https://api.propublica.org/congress/v1/members/F000452.json","Luis","Fortuno","1960-10-31","M","R",,,"400662","70801",,"","",false,"2",471,166,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:pr/cd:80","PR","At-Large",true,"7298",35.24,80.28,21.45,"G.",,,,,,,
"F000440","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000440.json","Vito","Fossella","1965-03-09","M","R",,,"400139","29773",,"","",false,"12",1873,151,0,"2019-10-07 11:08:52 -0400","ocd-division/country:us/state:ny/cd:13","NY","13",false,"3613",8.06,90.19,10.35,"J.",,,,,,,
"F000454","Representative","Rep.","https://api.propublica.org/congress/v1/members/F000454.json","Bill","Foster","1955-10-07","M","D","RepBillFoster","RepBillFoster","412257","20749","/m/02rq8nc","","https://foster.house.gov",false,"2",572,6,1,"2021-03-02 02:35:33 -0500","ocd-division/country:us/state:il/cd:14","IL","14",false,"1714",1.05,95.37,4.8,,"1027346","CongressmanBillFoster","101632","N00029139","https://foster.house.gov/rss.xml",,
