"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","govtrack_id","icpsr_id","fec_candidate_id","url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","state","senate_class","state_rank","lis_id","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","twitter_account","youtube_account","cspan_id","google_entity_id","suffix","facebook_account","rss_url","votesmart_id","crp_id"
"N000171","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/N000171.json","Samuel","Nunn","1938-09-08","M","D","408252","14108","","",false,"23","1996",916,34,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ga","GA","2","","S074",3.71,72.83,27.17,"Augustus",,,,,,,,,
"P000009","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/P000009.json","Robert","Packwood","1932-09-11","M","R","408420","12107","","",false,"27","1998",480,1,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:or","OR","3","","S075",0.21,84.21,15.79,"William",,,,,,,,,
"P000193","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000193.json","Claiborne","Pell","1918-11-22","M","D","408597","10818","","",false,"35","1996",916,18,5,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ri","RI","2","","S078",1.97,88.86,11.14,"de Borda",,,,,,,,,
"P000513","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000513.json","Larry","Pressler","1942-03-29",,"R","408898","14268","","",false,"17","1996",916,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:sd","SD","2","","S141",0.22,93.62,6.38,"Lee",,,,,,,,,
"P000556","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/P000556.json","David","Pryor","1934-08-29","M","D","408939","10791","","",false,"17","1996",916,72,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ar","AR","2","","S125",7.86,92.52,7.48,"Hampton",,,,,,,,,
"R000146","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/R000146.json","Harry","Reid","1939-12-02","M","D","300082","15054","","http://www.reid.senate.gov",false,"9","1998",916,7,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nv","NV","3","","S198",0.76,80.56,19.44,,"SenatorReid","SenatorReid","1683","/m/0204x1",,"SenatorReid",,,
"R000295","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000295.json","Charles","Robb","1939-06-26","M","D","400564","15706","","",false,"7","2000",916,5,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:va","VA","1","","S207",0.55,82.44,17.56,"S.",,,,,,,,,
"R000361","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/R000361.json","John","Rockefeller","1937-06-18","M","D","300084","14922","","http://www.rockefeller.senate.gov",false,"11","1996",916,29,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wv","WV","2","","S176",3.17,90.38,9.62,"D.","SenRockefeller","SenatorRockefeller","1238","/m/01xmnh","IV","SenRockefeller",,,
"R000460","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/R000460.json","William","Roth","1921-07-22","M","R","400565","11044","","",false,"25","2000",916,13,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:de","DE","1","","S083",1.42,86.97,13.03,"V.",,,,,"Jr.",,,,
"S000059","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000059.json","Richard","Santorum","1958-05-10","M","R","300085","15837","","",false,"1","2000",916,9,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:pa","PA","1","","S244",0.98,93.9,6.1,"J.",,,,,,,,,
"S000064","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000064.json","Paul","Sarbanes","1933-02-03","M","D","300086","13039","","",false,"19","2000",916,6,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:md","MD","1","","S106",0.66,94.28,5.72,"S.",,,,,,,,,
"S000320","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000320.json","Richard","Shelby","1934-05-06","M","R","300089","94659","","https://www.shelby.senate.gov",false,"9","1998",916,25,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:al","AL","3","","S184",2.73,91.65,8.35,"C.","SenShelby","SenatorRichardShelby","1859","/m/020yj1",,"RichardShelby","https://www.shelby.senate.gov/public/?a=rss.feed","53266","N00009920"
"S000423","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000423.json","Paul","Simon","1928-11-29","M","D","409917","14275","","",false,"11","1996",916,11,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:il","IL","2","","S175",1.2,86.02,13.98,"Martin",,,,,,,,,
"S000429","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000429.json","Alan","Simpson","1931-09-02","M","R","409923","14710","","",false,"17","1996",916,30,2,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wy","WY","2","","S142",3.28,89.78,10.22,"Kooi",,,"378",,,,,,
"S000606","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000606.json","Bob","Smith","1941-03-30","M","R","300155","15234","","",false,"5","1996",916,11,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:nh","NH","2","","S216",1.2,91.67,8.33,,,,,,,,,,
"S000663","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/S000663.json","Olympia","Snowe","1947-02-21","F","R","300091","14661","","",false,"1","2000",916,1,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:me","ME","1","","S245",0.11,78.68,21.32,"J.","SenatorSnowe",,,"/m/020yg2",,,,,
"S000709","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/S000709.json","Arlen","Specter","1930-02-12","M","R","300092","14911","","",false,"15","1998",916,13,1,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:pa","PA","3","","S161",1.42,72.16,27.84,,"SenArlenSpecter","SenatorArlenSpecter",,"/m/0204ym",,,,,
"S000888","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/S000888.json","Ted","Stevens","1923-11-18","M","R","300094","12109","","",false,"27","1996",916,29,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:ak","AK","2","","S090",3.17,91.62,8.38,"F.",,,,,,,,,
"T000162","Senator, 1st Class","Sen.","https://api.propublica.org/congress/v1/members/T000162.json","Craig","Thomas","1933-02-17","M","R","300097","15636","","",false,"1","2000",916,9,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:wy","WY","1","","S246",0.98,93.57,6.43,,,,,,,,,,
"T000457","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000457.json","Fred","Thompson","1942-08-19","M","R","300158","49503","","",false,"3","1996",916,10,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:tn","TN","2","","S237",1.09,90.79,9.21,,,,,,,,,,
"T000254","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/T000254.json","Strom","Thurmond","1902-12-05","M","R","300157","9369","","",false,"40","1996",916,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:sc","SC","2","","S096",0.22,96.48,3.52,,,,,,,,,,
"W000154","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000154.json","John","Warner","1927-02-18","M","R","300099","14712","","",false,"17","1996",916,19,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:va","VA","2","","S143",2.07,94.51,5.49,"W.",,,,,,,,,
"W000288","Senator, 2nd Class","Sen.","https://api.propublica.org/congress/v1/members/W000288.json","Paul","Wellstone","1944-07-21","M","D","400566","15901","","",false,"5","1996",916,2,0,"2019-10-07 09:24:22 -0400","ocd-division/country:us/state:mn","MN","2","","S217",0.22,90.06,9.94,"D.",,,,,,,,,
"W000779","Senator, 3rd Class","Sen.","https://api.propublica.org/congress/v1/members/W000779.json","Ron","Wyden","1949-05-03","M","D","300100","14871","","https://www.wyden.senate.gov",false,"1","1998",295,0,0,"2019-11-18 02:30:21 -0500","ocd-division/country:us/state:or","OR","3","","S247",0,90,10,,"RonWyden","senronwyden","1962","/m/0178p9",,,,"27036","N00007724"
